event_id,timestamp,hour,lat,lon,signal_type,mac,oui,vendor,rssi,channel,pattern
RF-000490,2026-04-26T06:58:35+00:00,6,33.210647,-117.397568,WiFi,C0:91:34:51:7F:03,C0:91:34,Fitbit,-72,11,device_dwell_gate
RF-000568,2026-04-26T11:50:05+00:00,11,33.2105,-117.397341,WiFi,14:7D:DA:A7:CE:54,14:7D:DA,Google,-77,6,device_dwell_gate
RF-004965,2026-04-26T01:22:44+00:00,1,33.21023,-117.403261,WiFi,06:11:22:77:F9:04,06:11:22,Unknown,-91,6,ephemeral_perimeter_w
RF-002587,2026-04-26T18:00:55+00:00,18,33.209629,-117.396472,WiFi,F4:F5:D8:A9:68:24,F4:F5:D8,Google,-67,157,mobile_transit_road
RF-001461,2026-04-26T11:22:52+00:00,11,33.218604,-117.390434,BT,3C:22:FB:55:23:6F,3C:22:FB,Apple,-57,38,gathering_chow_hall
RF-000979,2026-04-26T11:22:27+00:00,11,33.217954,-117.390295,BT,00:12:FB:C6:23:55,00:12:FB,Samsung,-74,37,gathering_chow_hall
RF-002761,2026-04-26T16:51:46+00:00,16,33.224348,-117.389004,WiFi,78:25:AD:AB:DE:7E,78:25:AD,Samsung,-80,36,mobile_transit_road
RF-000934,2026-04-26T18:40:06+00:00,18,33.218339,-117.390297,WiFi,94:65:2D:EF:82:E9,94:65:2D,OnePlus,-50,40,gathering_chow_hall
RF-004452,2026-04-26T21:53:38+00:00,21,33.212903,-117.395717,BT,F4:B8:5E:AD:8C:85,F4:B8:5E,Kontakt-io,-71,38,device_dwell_vehiclepark
RF-004461,2026-04-26T16:19:55+00:00,16,33.212842,-117.396374,BT,AC:23:3F:12:CE:4F,AC:23:3F,BlueCharm,-66,38,device_dwell_vehiclepark
RF-003199,2026-04-26T11:50:37+00:00,11,33.215102,-117.393647,WiFi,B4:FB:E4:C5:71:F8,B4:FB:E4,Ubiquiti,-72,157,fixed_infra_offices
RF-001211,2026-04-26T08:31:18+00:00,8,33.218502,-117.39031,BT,D0:17:6A:D3:24:37,D0:17:6A,Samsung,-62,38,gathering_chow_hall
RF-000863,2026-04-26T19:19:33+00:00,19,33.210613,-117.397239,WiFi,F0:35:75:B3:65:45,F0:35:75,Estimote,-75,6,device_dwell_gate
RF-002054,2026-04-26T14:27:23+00:00,14,33.219829,-117.390589,BT,F8:A4:5F:04:AE:83,F8:A4:5F,Xiaomi,-86,37,mobile_transit_road
RF-004221,2026-04-26T09:12:38+00:00,9,33.212948,-117.396258,BT,F4:B8:5E:4E:77:E2,F4:B8:5E,Kontakt-io,-74,39,device_dwell_vehiclepark
RF-000954,2026-04-26T12:08:01+00:00,12,33.218607,-117.390564,BT,F4:F5:D8:8A:D7:92,F4:F5:D8,Google,-50,39,gathering_chow_hall
RF-002822,2026-04-26T07:55:41+00:00,7,33.21911,-117.391681,WiFi,00:1E:10:33:8E:6A,00:1E:10,Huawei,-74,1,mobile_transit_road
RF-000053,2026-04-26T20:18:28+00:00,20,33.210726,-117.39733,WiFi,3C:22:FB:35:F1:0D,3C:22:FB,Apple,-66,48,device_dwell_gate
RF-004415,2026-04-26T05:39:57+00:00,5,33.21276,-117.396514,BT,F4:B8:5E:51:42:83,F4:B8:5E,Kontakt-io,-58,39,device_dwell_vehiclepark
RF-000983,2026-04-26T10:59:02+00:00,10,33.218526,-117.390446,WiFi,A0:9E:1A:22:92:01,A0:9E:1A,Polar,-67,36,gathering_chow_hall
RF-003459,2026-04-26T20:20:56+00:00,20,33.215038,-117.393952,WiFi,94:F6:65:5F:20:0E,94:F6:65,Ruckus,-62,6,fixed_infra_offices
RF-003918,2026-04-26T17:31:32+00:00,17,33.207694,-117.401326,BT,AC:67:B2:4C:F3:08,AC:67:B2,Espressif,-71,38,fixed_infra_motorpool
RF-000150,2026-04-26T12:54:31+00:00,12,33.210727,-117.397324,BT,F4:F5:D8:38:41:24,F4:F5:D8,Google,-62,37,device_dwell_gate
RF-000437,2026-04-26T06:24:22+00:00,6,33.210657,-117.397283,BT,C0:91:34:96:AB:6F,C0:91:34,Fitbit,-75,37,device_dwell_gate
RF-002063,2026-04-26T12:27:35+00:00,12,33.221483,-117.389529,BT,F0:18:98:4A:8C:B2,F0:18:98,Apple,-75,39,mobile_transit_road
RF-001118,2026-04-26T13:39:40+00:00,13,33.218611,-117.390189,WiFi,F4:F5:D8:05:D2:E1,F4:F5:D8,Google,-57,11,gathering_chow_hall
RF-000721,2026-04-26T14:26:47+00:00,14,33.21057,-117.397442,BT,78:25:AD:EC:72:EF,78:25:AD,Samsung,-69,39,device_dwell_gate
RF-001832,2026-04-26T13:52:57+00:00,13,33.218606,-117.389969,BT,F4:F5:D8:D5:EE:ED,F4:F5:D8,Google,-74,37,gathering_chow_hall
RF-003976,2026-04-26T17:46:45+00:00,17,33.207398,-117.401409,BT,00:17:E9:18:FB:F9,00:17:E9,TexasInstr,-75,38,fixed_infra_motorpool
RF-001638,2026-04-26T11:16:20+00:00,11,33.218557,-117.390222,WiFi,A0:9E:1A:8E:E5:D8,A0:9E:1A,Polar,-70,11,gathering_chow_hall
RF-002712,2026-04-26T06:54:28+00:00,6,33.225027,-117.387976,WiFi,D0:17:6A:F6:ED:8C,D0:17:6A,Samsung,-77,40,mobile_transit_road
RF-000913,2026-04-26T11:52:54+00:00,11,33.218415,-117.390081,BT,F4:F5:D8:84:DC:CA,F4:F5:D8,Google,-76,39,gathering_chow_hall
RF-003040,2026-04-26T15:13:39+00:00,15,33.21538,-117.393367,WiFi,00:0C:14:01:DC:02,00:0C:14,Cisco,-51,157,fixed_infra_offices
RF-000858,2026-04-26T05:47:45+00:00,5,33.210512,-117.397302,WiFi,E0:CB:BC:CC:16:D8,E0:CB:BC,Cisco-Meraki,-76,157,device_dwell_gate
RF-003468,2026-04-26T22:28:41+00:00,22,33.215202,-117.393829,WiFi,00:0C:14:E2:6D:D4,00:0C:14,Cisco,-53,6,fixed_infra_offices
RF-003777,2026-04-26T16:07:12+00:00,16,33.207954,-117.401332,BT,F4:B8:5E:63:7A:E2,F4:B8:5E,Kontakt-io,-83,39,fixed_infra_motorpool
RF-000945,2026-04-26T12:13:11+00:00,12,33.21854,-117.390599,BT,C0:91:34:B2:DE:C5,C0:91:34,Fitbit,-51,39,gathering_chow_hall
RF-004210,2026-04-26T13:45:34+00:00,13,33.2126,-117.396258,BT,F0:35:75:C6:4C:5B,F0:35:75,Estimote,-73,37,device_dwell_vehiclepark
RF-002087,2026-04-26T14:12:20+00:00,14,33.223435,-117.388956,WiFi,94:65:2D:E2:F1:CF,94:65:2D,OnePlus,-77,40,mobile_transit_road
RF-000586,2026-04-26T08:05:04+00:00,8,33.210359,-117.397487,BT,3C:22:FB:C2:EE:41,3C:22:FB,Apple,-66,37,device_dwell_gate
RF-000372,2026-04-26T00:27:24+00:00,0,33.210554,-117.397155,WiFi,D0:17:6A:27:03:CF,D0:17:6A,Samsung,-65,149,device_dwell_gate
RF-001777,2026-04-26T13:23:37+00:00,13,33.218649,-117.390505,WiFi,A8:96:75:A1:34:BB,A8:96:75,Apple,-60,36,gathering_chow_hall
RF-003178,2026-04-26T07:28:20+00:00,7,33.215075,-117.394227,WiFi,B4:FB:E4:CF:41:4B,B4:FB:E4,Ubiquiti,-53,40,fixed_infra_offices
RF-003093,2026-04-26T11:15:06+00:00,11,33.215443,-117.393763,WiFi,E0:CB:BC:58:45:37,E0:CB:BC,Cisco-Meraki,-59,44,fixed_infra_offices
RF-001243,2026-04-26T12:42:40+00:00,12,33.218434,-117.390984,BT,00:0B:7D:47:BA:3C,00:0B:7D,Garmin,-57,37,gathering_chow_hall
RF-004937,2026-04-26T07:37:23+00:00,7,33.209613,-117.401952,BT,AC:67:B2:B3:38:B7,AC:67:B2,Espressif,-92,39,ephemeral_perimeter_w
RF-004668,2026-04-26T22:15:51+00:00,22,33.213561,-117.389729,BT,AC:67:B2:36:02:A9,AC:67:B2,Espressif,-83,39,ephemeral_perimeter
RF-003409,2026-04-26T16:45:01+00:00,16,33.215208,-117.393972,WiFi,00:0C:14:C8:A6:8F,00:0C:14,Cisco,-58,1,fixed_infra_offices
RF-003785,2026-04-26T07:23:37+00:00,7,33.207678,-117.401052,BT,F4:B8:5E:A0:DA:CF,F4:B8:5E,Kontakt-io,-84,39,fixed_infra_motorpool
RF-004814,2026-04-26T02:04:46+00:00,2,33.208793,-117.402897,WiFi,02:00:00:ED:E7:AD,02:00:00,Unknown,-85,11,ephemeral_perimeter_w
RF-003481,2026-04-26T12:39:57+00:00,12,33.215431,-117.394587,WiFi,F8:E4:FB:FD:18:49,F8:E4:FB,Microsoft,-46,48,fixed_infra_offices
RF-002943,2026-04-26T17:55:31+00:00,17,33.208873,-117.397993,WiFi,14:7D:DA:FB:4C:96,14:7D:DA,Google,-67,6,mobile_transit_road
RF-003287,2026-04-26T00:29:38+00:00,0,33.21506,-117.393557,WiFi,94:B4:0F:C1:B8:1B,94:B4:0F,Aruba,-56,149,fixed_infra_offices
RF-001704,2026-04-26T14:43:06+00:00,14,33.21853,-117.390368,WiFi,C0:91:34:11:2D:30,C0:91:34,Fitbit,-58,48,gathering_chow_hall
RF-000592,2026-04-26T08:59:57+00:00,8,33.210535,-117.397288,BT,C0:91:34:E0:5C:73,C0:91:34,Fitbit,-55,37,device_dwell_gate
RF-003766,2026-04-26T20:50:50+00:00,20,33.207742,-117.400805,WiFi,AC:23:3F:A7:E0:C1,AC:23:3F,BlueCharm,-78,1,fixed_infra_motorpool
RF-004449,2026-04-26T01:05:43+00:00,1,33.21283,-117.396117,BT,F4:B8:5E:86:46:DE,F4:B8:5E,Kontakt-io,-73,39,device_dwell_vehiclepark
RF-001921,2026-04-26T13:15:47+00:00,13,33.218626,-117.390575,WiFi,14:7D:DA:CD:DB:35,14:7D:DA,Google,-50,44,gathering_chow_hall
RF-004342,2026-04-26T14:49:06+00:00,14,33.212821,-117.395899,BT,F0:35:75:C7:C9:34,F0:35:75,Estimote,-63,39,device_dwell_vehiclepark
RF-003335,2026-04-26T11:54:06+00:00,11,33.215563,-117.394215,WiFi,B4:FB:E4:00:79:00,B4:FB:E4,Ubiquiti,-55,157,fixed_infra_offices
RF-003774,2026-04-26T04:57:33+00:00,4,33.207822,-117.400567,BT,F4:B8:5E:F9:2F:2D,F4:B8:5E,Kontakt-io,-60,38,fixed_infra_motorpool
RF-003364,2026-04-26T14:20:00+00:00,14,33.215149,-117.394124,WiFi,B4:FB:E4:E7:3A:29,B4:FB:E4,Ubiquiti,-55,48,fixed_infra_offices
RF-001785,2026-04-26T13:25:58+00:00,13,33.218614,-117.390019,BT,94:65:2D:E3:69:E6,94:65:2D,OnePlus,-66,37,gathering_chow_hall
RF-004491,2026-04-26T03:06:53+00:00,3,33.212871,-117.396256,BT,AC:23:3F:C5:84:4F,AC:23:3F,BlueCharm,-75,39,device_dwell_vehiclepark
RF-004914,2026-04-26T00:55:44+00:00,0,33.209651,-117.401997,WiFi,06:11:22:D4:DF:95,06:11:22,Unknown,-95,11,ephemeral_perimeter_w
RF-001242,2026-04-26T14:25:39+00:00,14,33.21792,-117.390541,WiFi,A8:96:75:03:F7:1E,A8:96:75,Apple,-73,44,gathering_chow_hall
RF-003564,2026-04-26T17:27:30+00:00,17,33.214913,-117.39473,WiFi,94:B4:0F:64:7B:68,94:B4:0F,Aruba,-46,6,fixed_infra_offices
RF-000535,2026-04-26T22:36:31+00:00,22,33.210586,-117.397333,WiFi,C0:91:34:B7:CF:56,C0:91:34,Fitbit,-61,44,device_dwell_gate
RF-000024,2026-04-26T05:10:04+00:00,5,33.210651,-117.397178,WiFi,A8:96:75:09:F1:1A,A8:96:75,Apple,-64,44,device_dwell_gate
RF-001262,2026-04-26T18:11:31+00:00,18,33.218489,-117.390599,BT,F0:18:98:F2:FC:17,F0:18:98,Apple,-54,38,gathering_chow_hall
RF-000123,2026-04-26T14:35:03+00:00,14,33.21062,-117.397333,BT,E0:CB:BC:6B:1A:FE,E0:CB:BC,Cisco-Meraki,-62,37,device_dwell_gate
RF-001834,2026-04-26T17:01:20+00:00,17,33.218658,-117.390567,BT,F0:18:98:23:52:10,F0:18:98,Apple,-82,39,gathering_chow_hall
RF-002552,2026-04-26T17:37:21+00:00,17,33.217414,-117.392162,BT,00:1E:10:3B:D3:8A,00:1E:10,Huawei,-70,39,mobile_transit_road
RF-000689,2026-04-26T03:14:56+00:00,3,33.210452,-117.397625,WiFi,C0:91:34:E6:FA:48,C0:91:34,Fitbit,-69,157,device_dwell_gate
RF-000422,2026-04-26T05:57:28+00:00,5,33.210575,-117.397268,BT,AC:67:B2:23:75:F0,AC:67:B2,Espressif,-72,39,device_dwell_gate
RF-002933,2026-04-26T16:12:38+00:00,16,33.214793,-117.394695,WiFi,00:1E:10:20:13:C4,00:1E:10,Huawei,-72,1,mobile_transit_road
RF-001306,2026-04-26T18:15:39+00:00,18,33.2186,-117.39061,BT,F4:F5:D8:F3:80:D6,F4:F5:D8,Google,-71,38,gathering_chow_hall
RF-000276,2026-04-26T19:14:32+00:00,19,33.210689,-117.397192,BT,78:25:AD:B8:DB:4B,78:25:AD,Samsung,-67,37,device_dwell_gate
RF-003562,2026-04-26T15:02:33+00:00,15,33.215399,-117.393698,BT,94:B4:0F:A7:A6:2D,94:B4:0F,Aruba,-45,39,fixed_infra_offices
RF-004912,2026-04-26T23:12:59+00:00,23,33.209836,-117.402498,BT,AC:67:B2:A5:67:45,AC:67:B2,Espressif,-82,39,ephemeral_perimeter_w
RF-003763,2026-04-26T17:39:53+00:00,17,33.207705,-117.401409,WiFi,60:A4:23:FC:55:73,60:A4:23,Bosch,-69,6,fixed_infra_motorpool
RF-001094,2026-04-26T17:29:32+00:00,17,33.218588,-117.390611,BT,3C:22:FB:10:04:64,3C:22:FB,Apple,-66,38,gathering_chow_hall
RF-002860,2026-04-26T15:02:01+00:00,15,33.224307,-117.388081,BT,3C:22:FB:28:F1:33,3C:22:FB,Apple,-69,38,mobile_transit_road
RF-002799,2026-04-26T19:59:57+00:00,19,33.210319,-117.396191,BT,F8:A4:5F:91:E2:D7,F8:A4:5F,Xiaomi,-78,38,mobile_transit_road
RF-002925,2026-04-26T21:02:02+00:00,21,33.220755,-117.390463,WiFi,3C:22:FB:2B:B9:2B,3C:22:FB,Apple,-65,44,mobile_transit_road
RF-002969,2026-04-26T18:48:34+00:00,18,33.211461,-117.395255,BT,F8:A4:5F:0C:5D:C9,F8:A4:5F,Xiaomi,-84,38,mobile_transit_road
RF-003641,2026-04-26T10:55:12+00:00,10,33.215233,-117.393818,BT,94:F6:65:EC:99:4F,94:F6:65,Ruckus,-52,37,fixed_infra_offices
RF-000488,2026-04-26T18:41:14+00:00,18,33.210453,-117.397409,BT,F4:F5:D8:BD:39:1A,F4:F5:D8,Google,-77,37,device_dwell_gate
RF-003635,2026-04-26T10:18:08+00:00,10,33.215462,-117.393385,WiFi,94:B4:0F:6A:58:1F,94:B4:0F,Aruba,-58,11,fixed_infra_offices
RF-003934,2026-04-26T17:34:21+00:00,17,33.207574,-117.401492,BT,F4:B8:5E:B8:9E:B5,F4:B8:5E,Kontakt-io,-82,39,fixed_infra_motorpool
RF-000504,2026-04-26T21:58:43+00:00,21,33.210534,-117.397303,BT,00:12:FB:0B:12:5B,00:12:FB,Samsung,-77,37,device_dwell_gate
RF-004554,2026-04-26T22:01:22+00:00,22,33.213258,-117.390168,WiFi,AC:67:B2:B9:0B:8D,AC:67:B2,Espressif,-85,6,ephemeral_perimeter
RF-001174,2026-04-26T10:13:56+00:00,10,33.218474,-117.390675,BT,14:7D:DA:4A:89:71,14:7D:DA,Google,-68,39,gathering_chow_hall
RF-000791,2026-04-26T09:51:49+00:00,9,33.210491,-117.39741,WiFi,E0:CB:BC:8B:E6:3A,E0:CB:BC,Cisco-Meraki,-56,36,device_dwell_gate
RF-003796,2026-04-26T02:23:39+00:00,2,33.207818,-117.401395,BT,00:17:E9:76:BC:42,00:17:E9,TexasInstr,-77,39,fixed_infra_motorpool
RF-000862,2026-04-26T17:35:26+00:00,17,33.210392,-117.397412,BT,C0:91:34:6A:89:FA,C0:91:34,Fitbit,-68,37,device_dwell_gate
RF-002769,2026-04-26T14:12:26+00:00,14,33.222535,-117.389137,WiFi,3C:22:FB:09:99:A3,3C:22:FB,Apple,-81,6,mobile_transit_road
RF-000842,2026-04-26T17:09:40+00:00,17,33.210679,-117.397275,BT,C0:91:34:7D:92:BE,C0:91:34,Fitbit,-70,39,device_dwell_gate
RF-000414,2026-04-26T01:41:21+00:00,1,33.210554,-117.39724,WiFi,C0:91:34:25:EE:BE,C0:91:34,Fitbit,-68,44,device_dwell_gate
RF-004230,2026-04-26T06:56:21+00:00,6,33.2128,-117.39587,WiFi,F4:B8:5E:6F:27:36,F4:B8:5E,Kontakt-io,-70,1,device_dwell_vehiclepark
RF-001586,2026-04-26T13:20:04+00:00,13,33.2182,-117.390298,BT,94:65:2D:6D:8F:38,94:65:2D,OnePlus,-58,39,gathering_chow_hall
RF-003548,2026-04-26T00:19:33+00:00,0,33.215304,-117.393692,WiFi,F8:E4:FB:05:E7:C0,F8:E4:FB,Microsoft,-69,44,fixed_infra_offices
RF-003206,2026-04-26T08:42:11+00:00,8,33.215247,-117.394075,WiFi,E0:CB:BC:B2:0F:DE,E0:CB:BC,Cisco-Meraki,-65,44,fixed_infra_offices
RF-004872,2026-04-26T20:07:38+00:00,20,33.209116,-117.402591,WiFi,AC:67:B2:10:9B:B4,AC:67:B2,Espressif,-84,36,ephemeral_perimeter_w
RF-003277,2026-04-26T03:24:21+00:00,3,33.215198,-117.393784,WiFi,00:0C:14:2C:59:9F,00:0C:14,Cisco,-65,44,fixed_infra_offices
RF-001730,2026-04-26T11:59:08+00:00,11,33.218624,-117.390568,WiFi,F8:A4:5F:47:7E:61,F8:A4:5F,Xiaomi,-56,40,gathering_chow_hall
RF-003094,2026-04-26T10:50:16+00:00,10,33.214838,-117.394314,WiFi,00:0C:14:69:89:A1,00:0C:14,Cisco,-70,40,fixed_infra_offices
RF-003516,2026-04-26T15:45:17+00:00,15,33.21524,-117.393727,WiFi,F8:E4:FB:06:10:6E,F8:E4:FB,Microsoft,-48,48,fixed_infra_offices
RF-002534,2026-04-26T20:59:56+00:00,20,33.210116,-117.396066,WiFi,14:7D:DA:90:B5:E8,14:7D:DA,Google,-67,44,mobile_transit_road
RF-002778,2026-04-26T21:37:50+00:00,21,33.223391,-117.388352,BT,00:1E:10:26:0E:21,00:1E:10,Huawei,-72,37,mobile_transit_road
RF-002082,2026-04-26T11:15:29+00:00,11,33.215872,-117.392486,WiFi,D0:17:6A:87:CC:60,D0:17:6A,Samsung,-84,157,mobile_transit_road
RF-000043,2026-04-26T04:21:33+00:00,4,33.210433,-117.397075,WiFi,AC:67:B2:0A:A7:08,AC:67:B2,Espressif,-77,149,device_dwell_gate
RF-004933,2026-04-26T20:59:03+00:00,20,33.209526,-117.403544,BT,06:11:22:46:02:D2,06:11:22,Unknown,-92,37,ephemeral_perimeter_w
RF-001472,2026-04-26T09:56:54+00:00,9,33.218684,-117.390742,BT,F8:A4:5F:2E:71:C9,F8:A4:5F,Xiaomi,-79,37,gathering_chow_hall
RF-002350,2026-04-26T17:44:48+00:00,17,33.209076,-117.397096,WiFi,F8:A4:5F:47:1E:B3,F8:A4:5F,Xiaomi,-68,6,mobile_transit_road
RF-004846,2026-04-26T04:35:58+00:00,4,33.207937,-117.402987,WiFi,AC:67:B2:50:45:51,AC:67:B2,Espressif,-91,157,ephemeral_perimeter_w
RF-004694,2026-04-26T02:08:18+00:00,2,33.212429,-117.390134,WiFi,AC:67:B2:C9:6A:58,AC:67:B2,Espressif,-82,11,ephemeral_perimeter
RF-003714,2026-04-26T21:20:29+00:00,21,33.208043,-117.401674,BT,60:A4:23:25:C4:1F,60:A4:23,Bosch,-71,38,fixed_infra_motorpool
RF-003345,2026-04-26T13:16:44+00:00,13,33.214924,-117.394373,BT,E0:CB:BC:3A:19:22,E0:CB:BC,Cisco-Meraki,-56,39,fixed_infra_offices
RF-002847,2026-04-26T07:39:55+00:00,7,33.216199,-117.393283,BT,F8:A4:5F:B2:52:11,F8:A4:5F,Xiaomi,-77,37,mobile_transit_road
RF-003408,2026-04-26T17:48:09+00:00,17,33.21471,-117.39415,WiFi,B4:FB:E4:2C:E4:6B,B4:FB:E4,Ubiquiti,-61,44,fixed_infra_offices
RF-004299,2026-04-26T16:56:05+00:00,16,33.212796,-117.396363,BT,00:0B:7D:BD:51:FF,00:0B:7D,Garmin,-80,38,device_dwell_vehiclepark
RF-001175,2026-04-26T14:46:25+00:00,14,33.218574,-117.390691,WiFi,C0:91:34:70:21:5E,C0:91:34,Fitbit,-60,48,gathering_chow_hall
RF-004708,2026-04-26T22:22:07+00:00,22,33.21318,-117.390525,WiFi,06:11:22:D6:26:F3,06:11:22,Unknown,-92,149,ephemeral_perimeter
RF-000082,2026-04-26T12:35:25+00:00,12,33.210675,-117.397599,WiFi,F0:35:75:0C:48:73,F0:35:75,Estimote,-64,36,device_dwell_gate
RF-001354,2026-04-26T07:23:20+00:00,7,33.218184,-117.390828,WiFi,94:65:2D:50:4F:08,94:65:2D,OnePlus,-60,40,gathering_chow_hall
RF-000215,2026-04-26T22:52:59+00:00,22,33.210653,-117.397325,WiFi,14:7D:DA:E9:33:0A,14:7D:DA,Google,-60,1,device_dwell_gate
RF-001125,2026-04-26T14:00:40+00:00,14,33.218553,-117.390758,WiFi,00:0B:7D:89:39:26,00:0B:7D,Garmin,-82,40,gathering_chow_hall
RF-000310,2026-04-26T03:35:54+00:00,3,33.210632,-117.3973,WiFi,E0:CB:BC:A9:79:67,E0:CB:BC,Cisco-Meraki,-66,36,device_dwell_gate
RF-001695,2026-04-26T12:50:09+00:00,12,33.218449,-117.390671,WiFi,A0:9E:1A:75:11:B1,A0:9E:1A,Polar,-74,11,gathering_chow_hall
RF-002871,2026-04-26T11:45:53+00:00,11,33.219839,-117.391117,BT,78:25:AD:D9:32:FA,78:25:AD,Samsung,-78,38,mobile_transit_road
RF-004286,2026-04-26T07:40:35+00:00,7,33.212843,-117.396131,WiFi,F0:35:75:70:55:DD,F0:35:75,Estimote,-60,6,device_dwell_vehiclepark
RF-001187,2026-04-26T12:08:15+00:00,12,33.218501,-117.390373,BT,F8:A4:5F:FE:FD:60,F8:A4:5F,Xiaomi,-58,39,gathering_chow_hall
RF-001001,2026-04-26T08:48:19+00:00,8,33.218334,-117.390333,WiFi,A0:9E:1A:BB:25:00,A0:9E:1A,Polar,-78,48,gathering_chow_hall
RF-001398,2026-04-26T18:51:42+00:00,18,33.218593,-117.390525,WiFi,C0:91:34:27:80:48,C0:91:34,Fitbit,-60,44,gathering_chow_hall
RF-004434,2026-04-26T08:04:39+00:00,8,33.212404,-117.396607,BT,00:0B:7D:A6:82:19,00:0B:7D,Garmin,-60,38,device_dwell_vehiclepark
RF-003568,2026-04-26T16:54:59+00:00,16,33.215133,-117.394071,WiFi,94:F6:65:3E:54:3E,94:F6:65,Ruckus,-68,36,fixed_infra_offices
RF-001970,2026-04-26T12:01:24+00:00,12,33.218751,-117.3905,WiFi,D0:17:6A:56:1C:38,D0:17:6A,Samsung,-82,6,gathering_chow_hall
RF-000583,2026-04-26T22:09:09+00:00,22,33.21076,-117.396936,WiFi,78:25:AD:1D:41:7F,78:25:AD,Samsung,-76,36,device_dwell_gate
RF-001766,2026-04-26T14:55:29+00:00,14,33.218466,-117.390641,WiFi,94:65:2D:F5:0B:C5,94:65:2D,OnePlus,-63,157,gathering_chow_hall
RF-001527,2026-04-26T10:53:22+00:00,10,33.218545,-117.390272,BT,94:65:2D:49:B3:6C,94:65:2D,OnePlus,-68,38,gathering_chow_hall
RF-004893,2026-04-26T20:48:05+00:00,20,33.209351,-117.403903,BT,AC:67:B2:26:86:21,AC:67:B2,Espressif,-81,38,ephemeral_perimeter_w
RF-003154,2026-04-26T04:02:19+00:00,4,33.215448,-117.393939,WiFi,E0:CB:BC:46:28:9C,E0:CB:BC,Cisco-Meraki,-66,36,fixed_infra_offices
RF-002690,2026-04-26T07:23:22+00:00,7,33.214041,-117.394046,BT,00:1E:10:E0:DE:D3,00:1E:10,Huawei,-85,37,mobile_transit_road
RF-003467,2026-04-26T18:29:53+00:00,18,33.215074,-117.394132,WiFi,F8:E4:FB:CE:5E:03,F8:E4:FB,Microsoft,-66,40,fixed_infra_offices
RF-001812,2026-04-26T11:43:57+00:00,11,33.218514,-117.390674,BT,F4:F5:D8:A8:EC:77,F4:F5:D8,Google,-65,37,gathering_chow_hall
RF-002841,2026-04-26T16:53:30+00:00,16,33.220718,-117.391042,BT,3C:22:FB:65:B5:06,3C:22:FB,Apple,-65,37,mobile_transit_road
RF-003507,2026-04-26T11:42:31+00:00,11,33.215069,-117.3938,WiFi,B4:FB:E4:D0:A1:7D,B4:FB:E4,Ubiquiti,-66,1,fixed_infra_offices
RF-001685,2026-04-26T08:36:35+00:00,8,33.218586,-117.390735,WiFi,F8:A4:5F:F5:FF:27,F8:A4:5F,Xiaomi,-75,157,gathering_chow_hall
RF-004544,2026-04-26T16:09:08+00:00,16,33.212987,-117.39115,BT,00:1E:10:9B:9C:FF,00:1E:10,Huawei,-90,37,ephemeral_perimeter
RF-002221,2026-04-26T08:54:37+00:00,8,33.215478,-117.392363,BT,00:1E:10:E4:46:45,00:1E:10,Huawei,-67,37,mobile_transit_road
RF-004175,2026-04-26T01:09:14+00:00,1,33.212461,-117.396469,BT,F0:35:75:5B:C6:BC,F0:35:75,Estimote,-61,38,device_dwell_vehiclepark
RF-004254,2026-04-26T18:09:52+00:00,18,33.212761,-117.396246,BT,AC:23:3F:B1:7C:A1,AC:23:3F,BlueCharm,-68,39,device_dwell_vehiclepark
RF-000106,2026-04-26T19:13:25+00:00,19,33.21059,-117.397285,WiFi,F0:35:75:2D:6A:D8,F0:35:75,Estimote,-58,149,device_dwell_gate
RF-004936,2026-04-26T06:52:49+00:00,6,33.209311,-117.402964,BT,06:11:22:9D:C0:28,06:11:22,Unknown,-80,38,ephemeral_perimeter_w
RF-002198,2026-04-26T09:30:56+00:00,9,33.207226,-117.398042,BT,3C:22:FB:86:92:A1,3C:22:FB,Apple,-89,38,mobile_transit_road
RF-003251,2026-04-26T08:26:10+00:00,8,33.215199,-117.39395,WiFi,94:B4:0F:5D:08:AD,94:B4:0F,Aruba,-72,157,fixed_infra_offices
RF-004942,2026-04-26T05:38:03+00:00,5,33.209882,-117.403026,BT,AC:67:B2:D4:1C:F4,AC:67:B2,Espressif,-81,39,ephemeral_perimeter_w
RF-002881,2026-04-26T08:39:19+00:00,8,33.217831,-117.391923,BT,14:7D:DA:34:F3:C2,14:7D:DA,Google,-65,39,mobile_transit_road
RF-003060,2026-04-26T17:21:18+00:00,17,33.215138,-117.394332,WiFi,94:B4:0F:04:20:21,94:B4:0F,Aruba,-72,1,fixed_infra_offices
RF-003545,2026-04-26T14:09:21+00:00,14,33.215136,-117.394011,WiFi,DC:FB:48:2D:59:5B,DC:FB:48,IntelCorp,-59,48,fixed_infra_offices
RF-002999,2026-04-26T18:44:10+00:00,18,33.209674,-117.397316,BT,F4:F5:D8:A4:95:32,F4:F5:D8,Google,-79,38,mobile_transit_road
RF-002003,2026-04-26T08:15:42+00:00,8,33.216376,-117.391711,WiFi,00:1E:10:8E:07:E3,00:1E:10,Huawei,-72,44,mobile_transit_road
RF-000434,2026-04-26T05:00:57+00:00,5,33.210538,-117.397552,WiFi,F0:35:75:96:01:87,F0:35:75,Estimote,-76,1,device_dwell_gate
RF-003857,2026-04-26T10:38:11+00:00,10,33.207743,-117.401283,WiFi,AC:23:3F:7A:A4:2D,AC:23:3F,BlueCharm,-63,44,fixed_infra_motorpool
