item_id,nsn,nomenclature,fsc,qty_on_hand,qty_required,shortage,condition_code,location_id,responsible_marine,last_inventoried_date,days_since_inventory,unit_price_usd
ITM-1001013,6130-01-651-1182,"Power distribution unit, vehicle",6130,65,45,0,B,VBAY-01-BAR,"Cpl Boudreau, A.",2026-02-22,64,1410
ITM-1001014,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,49,25,0,H,BIC-WHSE-1,"Cpl Iwamoto, K.",2026-03-09,49,387
ITM-1001015,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,69,34,0,F,WHSE-A2-ALB,"Sgt Carrillo, R.",2026-04-01,26,512
ITM-1001016,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,13,8,0,A,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-02-14,72,622
ITM-1001017,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,10,10,0,C,VBAY-01-BAR,"Cpl Diallo, S.",2026-02-19,67,745
ITM-1001018,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,13,13,0,C,BIC-WHSE-1,"SSgt Whitfield, T.",2026-03-03,55,4280
ITM-1001019,2530-01-621-3107,Brake rotor (MTVR),2530,70,35,0,A,WHSE-C1-ALB,"MSgt Quinones, V.",2026-02-17,69,215
ITM-1001020,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,35,48,13,A,WHSE-C1-ALB,"Sgt Pham, D.",2026-03-28,30,320
ITM-1001021,2530-01-356-7711,Power steering pump (MTVR),2530,64,32,0,B,WHSE-A1-ALB,"SSgt Reyes, J.",2026-04-10,17,1180
ITM-1001022,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,84,43,0,A,WHSE-C1-ALB,"Cpl Henderson, B.",2026-02-22,64,175
ITM-1001023,2520-01-528-3166,Torque converter (JLTV),2520,6,9,3,A,BIC-WHSE-2,"Cpl Iwamoto, K.",2026-03-12,46,2900
ITM-1001024,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,24,12,0,A,WHSE-C1-ALB,"MSgt Quinones, V.",2026-03-12,46,3450
ITM-1001025,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,55,35,0,A,BIC-WHSE-1,"Cpl Diallo, S.",2026-03-23,35,410
ITM-1001026,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,56,31,0,A,WHSE-B1-ALB,"Sgt Carrillo, R.",2026-02-25,61,605
ITM-1001027,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,14,31,17,A,WHSE-B2-BAR,"Cpl Henderson, B.",2026-04-10,17,24
ITM-1001028,2940-01-413-1984,Engine air filter element (HMMWV),2940,47,23,0,B,VBAY-01-BAR,"GySgt Underwood, R.",2026-02-07,79,58
ITM-1001029,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,49,56,7,H,WHSE-B1-ALB,"Cpl Iwamoto, K.",2026-02-21,65,47
ITM-1001030,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,62,31,0,A,BIC-CAGE-A,"GySgt Underwood, R.",2026-02-10,76,95
ITM-1001031,4720-01-329-4512,Coolant hose (MTVR engine),4720,24,55,31,H,WHSE-B1-ALB,"Cpl Diallo, S.",2026-04-01,26,38
ITM-1001032,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,19,9,0,B,VBAY-01-BAR,"Sgt Alvarado, M.",2026-04-21,6,28500
ITM-1001033,2935-01-510-9923,"Fuel control, MV-22 engine",2935,2,7,5,C,BIC-WHSE-1,"GySgt Underwood, R.",2026-03-14,44,12400
ITM-1001034,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,12,6,0,A,WHSE-C1-ALB,"MSgt Quinones, V.",2026-02-28,58,240
ITM-1001035,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,100,61,0,A,BIC-WHSE-1,"SSgt Reyes, J.",2026-02-17,69,2
ITM-1001036,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,66,33,0,A,BIC-CAGE-A,"Sgt Alvarado, M.",2026-03-19,39,3
ITM-1001037,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,52,44,0,B,BIC-CAGE-A,"Sgt Carrillo, R.",2026-02-24,62,138
ITM-1001038,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,53,66,13,C,BIC-WHSE-2,"Sgt Pham, D.",2026-02-10,76,84
ITM-1001039,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,20,37,17,A,BIC-CAGE-A,"Sgt Carrillo, R.",2026-04-13,14,690
ITM-1001040,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,56,47,0,A,VBAY-01-BAR,"Cpl Boudreau, A.",2026-04-25,2,540
ITM-1001041,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,5,8,3,A,BIC-WHSE-2,"Cpl Boudreau, A.",2026-03-11,47,2400
ITM-1001042,1240-01-602-7715,"Optical sight assembly, M1A1",1240,11,5,0,C,BIC-CAGE-A,"Cpl Boudreau, A.",2026-03-09,49,18500
ITM-1001043,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,40,41,1,H,WHSE-B2-BAR,"SSgt Reyes, J.",2026-02-21,65,410
ITM-1001044,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,83,47,0,A,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-26,32,220
ITM-1001045,5965-01-411-7783,Intercom headset H-250/U,5965,40,43,3,F,BIC-WHSE-1,"Sgt Carrillo, R.",2026-04-04,23,165
ITM-1001046,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,81,58,0,A,BIC-WHSE-2,"Cpl Boudreau, A.",2026-03-14,44,26
ITM-1001047,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,24,12,0,B,VBAY-01-BAR,"MSgt Quinones, V.",2026-03-08,50,47800
ITM-1001048,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,22,11,0,H,WHSE-A2-ALB,"Cpl Henderson, B.",2026-02-27,59,8900
ITM-1001049,5340-01-122-4419,"Bracket, armor liner",5340,45,53,8,C,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-04-21,6,95
ITM-1001050,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,13,10,0,B,BIC-CAGE-A,"MSgt Quinones, V.",2026-04-22,5,1180
ITM-1001051,2540-01-572-3041,"Seat, armored crew (driver)",2540,87,43,0,A,WHSE-A1-BAR,"Cpl Iwamoto, K.",2026-03-01,57,2240
ITM-1001052,6130-01-651-1182,"Power distribution unit, vehicle",6130,83,41,0,H,WHSE-A1-BAR,"SSgt Reyes, J.",2026-04-06,21,1410
ITM-1001053,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,50,39,0,B,WHSE-A1-BAR,"Sgt Alvarado, M.",2026-03-24,34,387
ITM-1001054,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,47,50,3,H,WHSE-A2-ALB,"MSgt Quinones, V.",2026-03-29,29,512
ITM-1001055,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,22,11,0,H,WHSE-C1-ALB,"SSgt Reyes, J.",2026-03-24,34,622
ITM-1001056,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,22,12,0,A,WHSE-B1-ALB,"GySgt Underwood, R.",2026-02-11,75,745
ITM-1001057,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,13,9,0,A,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-04-21,6,4280
ITM-1001058,2530-01-621-3107,Brake rotor (MTVR),2530,69,54,0,H,VBAY-01-BAR,"SSgt Whitfield, T.",2026-04-09,18,215
ITM-1001059,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,77,57,0,A,WHSE-A2-ALB,"SSgt Reyes, J.",2026-02-28,58,320
ITM-1001060,2530-01-356-7711,Power steering pump (MTVR),2530,31,39,8,B,WHSE-C1-ALB,"SSgt Whitfield, T.",2026-04-08,19,1180
ITM-1001061,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,38,22,0,A,WHSE-A1-ALB,"Cpl Iwamoto, K.",2026-02-17,69,175
ITM-1001062,2520-01-528-3166,Torque converter (JLTV),2520,14,7,0,B,WHSE-B1-ALB,"SSgt Reyes, J.",2026-03-31,27,2900
ITM-1001063,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,14,13,0,A,BIC-WHSE-2,"SSgt Whitfield, T.",2026-02-08,78,3450
ITM-1001064,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,72,42,0,C,WHSE-C1-ALB,"Cpl Boudreau, A.",2026-03-07,51,410
ITM-1001065,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,25,53,28,A,WHSE-C1-ALB,"Sgt Pham, D.",2026-03-05,53,605
ITM-1001066,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,64,32,0,F,WHSE-B2-BAR,"Cpl Henderson, B.",2026-03-22,36,24
ITM-1001067,2940-01-413-1984,Engine air filter element (HMMWV),2940,76,47,0,A,WHSE-A2-ALB,"Sgt Carrillo, R.",2026-04-23,4,58
ITM-1001068,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,34,44,10,B,VBAY-01-BAR,"Cpl Diallo, S.",2026-04-09,18,47
ITM-1001069,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,82,41,0,A,WHSE-C1-ALB,"Sgt Carrillo, R.",2026-04-08,19,95
ITM-1001070,4720-01-329-4512,Coolant hose (MTVR engine),4720,73,41,0,H,WHSE-A1-BAR,"GySgt Underwood, R.",2026-03-14,44,38
ITM-1001071,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,18,12,0,A,BIC-WHSE-2,"Cpl Diallo, S.",2026-03-18,40,28500
ITM-1001072,2935-01-510-9923,"Fuel control, MV-22 engine",2935,7,12,5,A,WHSE-A2-ALB,"Sgt Pham, D.",2026-04-01,26,12400
ITM-1001073,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,6,6,0,C,WHSE-C1-ALB,"GySgt Underwood, R.",2026-04-06,21,240
ITM-1001074,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,50,25,0,A,BIC-WHSE-2,"GySgt Underwood, R.",2026-02-15,71,2
ITM-1001075,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,90,61,0,C,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-04-13,14,3
ITM-1001076,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,37,41,4,A,BIC-CAGE-A,"SSgt Whitfield, T.",2026-04-08,19,138
ITM-1001077,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,71,39,0,C,BIC-WHSE-1,"Cpl Diallo, S.",2026-02-16,70,84
ITM-1001078,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,2,35,33,C,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-04-13,14,690
ITM-1001079,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,38,28,0,A,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-03-10,48,540
ITM-1001080,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,4,6,2,A,BIC-WHSE-2,"Cpl Boudreau, A.",2026-04-14,13,2400
ITM-1001081,1240-01-602-7715,"Optical sight assembly, M1A1",1240,16,11,0,A,WHSE-A1-BAR,"Cpl Diallo, S.",2026-03-01,57,18500
ITM-1001082,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,55,31,0,B,WHSE-A2-ALB,"SSgt Reyes, J.",2026-04-16,11,410
ITM-1001083,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,59,40,0,B,BIC-WHSE-2,"Sgt Pham, D.",2026-03-07,51,220
ITM-1001084,5965-01-411-7783,Intercom headset H-250/U,5965,61,51,0,A,BIC-WHSE-2,"MSgt Quinones, V.",2026-03-17,41,165
ITM-1001085,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,74,47,0,H,WHSE-C1-ALB,"Cpl Henderson, B.",2026-03-18,40,26
ITM-1001086,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,13,13,0,H,BIC-WHSE-1,"GySgt Underwood, R.",2026-03-21,37,47800
ITM-1001087,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,15,7,0,B,BIC-CAGE-A,"SSgt Whitfield, T.",2026-03-03,55,8900
ITM-1001088,5340-01-122-4419,"Bracket, armor liner",5340,53,47,0,A,WHSE-A2-ALB,"Sgt Pham, D.",2026-03-12,46,95
ITM-1001089,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,21,11,0,A,BIC-WHSE-1,"MSgt Quinones, V.",2026-04-16,11,1180
ITM-1001090,2540-01-572-3041,"Seat, armored crew (driver)",2540,46,42,0,C,WHSE-A1-ALB,"Cpl Henderson, B.",2026-04-01,26,2240
ITM-1001091,6130-01-651-1182,"Power distribution unit, vehicle",6130,45,53,8,B,BIC-WHSE-1,"Cpl Boudreau, A.",2026-03-25,33,1410
ITM-1001092,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,56,40,0,A,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-02-17,69,387
ITM-1001093,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,57,31,0,A,BIC-WHSE-1,"Sgt Alvarado, M.",2026-04-04,23,512
ITM-1001094,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,10,5,0,F,BIC-CAGE-A,"GySgt Underwood, R.",2026-02-16,70,622
ITM-1001095,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,3,13,10,B,BIC-WHSE-1,"Sgt Alvarado, M.",2026-04-13,14,745
ITM-1001096,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,13,7,0,F,VBAY-01-BAR,"SSgt Reyes, J.",2026-03-04,54,4280
ITM-1001097,2530-01-621-3107,Brake rotor (MTVR),2530,38,41,3,C,WHSE-B2-BAR,"Sgt Alvarado, M.",2026-04-01,26,215
ITM-1001098,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,75,71,0,B,WHSE-A1-ALB,"Sgt Carrillo, R.",2026-04-02,25,320
ITM-1001099,2530-01-356-7711,Power steering pump (MTVR),2530,28,40,12,A,WHSE-A1-BAR,"Cpl Boudreau, A.",2026-02-15,71,1180
ITM-1001100,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,87,43,0,A,WHSE-B2-BAR,"Cpl Diallo, S.",2026-03-16,42,175
ITM-1001101,2520-01-528-3166,Torque converter (JLTV),2520,18,12,0,F,WHSE-A1-ALB,"Cpl Iwamoto, K.",2026-04-06,21,2900
ITM-1001102,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,8,8,0,A,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-04-20,7,3450
ITM-1001103,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,9,61,52,F,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-03-08,50,410
ITM-1001104,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,93,46,0,H,WHSE-A1-ALB,"GySgt Underwood, R.",2026-04-03,24,605
ITM-1001105,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,75,37,0,C,BIC-WHSE-1,"Cpl Iwamoto, K.",2026-03-10,48,24
ITM-1001106,2940-01-413-1984,Engine air filter element (HMMWV),2940,68,61,0,A,WHSE-A2-ALB,"Cpl Henderson, B.",2026-03-04,54,58
ITM-1001107,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,36,18,0,H,VBAY-01-BAR,"Cpl Diallo, S.",2026-04-22,5,47
ITM-1001108,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,50,48,0,A,BIC-WHSE-1,"Cpl Boudreau, A.",2026-04-06,21,95
ITM-1001109,4720-01-329-4512,Coolant hose (MTVR engine),4720,46,29,0,C,VBAY-01-BAR,"Cpl Iwamoto, K.",2026-02-17,69,38
ITM-1001110,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,7,9,2,C,WHSE-C1-ALB,"Sgt Pham, D.",2026-04-02,25,28500
ITM-1001111,2935-01-510-9923,"Fuel control, MV-22 engine",2935,6,9,3,A,BIC-WHSE-2,"SSgt Reyes, J.",2026-03-29,29,12400
ITM-1001112,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,20,11,0,B,VBAY-01-BAR,"GySgt Underwood, R.",2026-03-25,33,240
ITM-1001113,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,46,49,3,B,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-03-11,47,2
ITM-1001114,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,25,19,0,A,WHSE-B1-ALB,"MSgt Quinones, V.",2026-04-10,17,3
ITM-1001115,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,57,51,0,H,BIC-WHSE-2,"Sgt Pham, D.",2026-04-24,3,138
ITM-1001116,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,96,49,0,A,BIC-CAGE-A,"Cpl Diallo, S.",2026-02-14,72,84
ITM-1001117,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,105,52,0,H,WHSE-C1-ALB,"Cpl Boudreau, A.",2026-02-07,79,690
ITM-1001118,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,58,31,0,C,VBAY-01-BAR,"Sgt Carrillo, R.",2026-03-01,57,540
ITM-1001119,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,13,10,0,A,WHSE-C1-ALB,"Cpl Henderson, B.",2026-04-06,21,2400
ITM-1001120,1240-01-602-7715,"Optical sight assembly, M1A1",1240,3,8,5,B,WHSE-A1-BAR,"Sgt Carrillo, R.",2026-02-12,74,18500
ITM-1001121,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,66,61,0,A,WHSE-A2-ALB,"SSgt Reyes, J.",2026-04-03,24,410
ITM-1001122,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,37,53,16,A,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-02-17,69,220
ITM-1001123,5965-01-411-7783,Intercom headset H-250/U,5965,47,47,0,F,BIC-WHSE-2,"GySgt Underwood, R.",2026-02-25,61,165
ITM-1001124,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,36,18,0,B,BIC-WHSE-1,"Sgt Pham, D.",2026-02-25,61,26
ITM-1001125,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,9,10,1,C,WHSE-A1-ALB,"Sgt Pham, D.",2026-03-24,34,47800
ITM-1001126,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,16,11,0,C,BIC-WHSE-2,"Sgt Alvarado, M.",2026-03-09,49,8900
ITM-1001127,5340-01-122-4419,"Bracket, armor liner",5340,72,36,0,B,WHSE-A1-BAR,"Sgt Pham, D.",2026-03-19,39,95
ITM-1001128,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,2,5,3,B,BIC-WHSE-1,"SSgt Reyes, J.",2026-02-16,70,1180
ITM-1001129,2540-01-572-3041,"Seat, armored crew (driver)",2540,57,29,0,F,BIC-WHSE-1,"GySgt Underwood, R.",2026-03-09,49,2240
ITM-1001130,6130-01-651-1182,"Power distribution unit, vehicle",6130,63,43,0,A,WHSE-A2-ALB,"Sgt Alvarado, M.",2026-03-24,34,1410
ITM-1001131,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,49,53,4,H,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-02-14,72,387
ITM-1001132,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,13,49,36,B,WHSE-A1-BAR,"Cpl Diallo, S.",2026-02-19,67,512
ITM-1001133,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,10,12,2,A,WHSE-A1-BAR,"Sgt Pham, D.",2026-03-14,44,622
ITM-1001134,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,15,12,0,B,WHSE-C1-ALB,"Sgt Alvarado, M.",2026-04-19,8,745
ITM-1001135,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,13,11,0,A,BIC-WHSE-2,"Cpl Diallo, S.",2026-04-25,2,4280
ITM-1001136,2530-01-621-3107,Brake rotor (MTVR),2530,74,66,0,F,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-03-04,54,215
ITM-1001137,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,44,50,6,H,BIC-WHSE-1,"MSgt Quinones, V.",2026-03-07,51,320
ITM-1001138,2530-01-356-7711,Power steering pump (MTVR),2530,52,58,6,B,WHSE-A2-ALB,"Sgt Pham, D.",2026-04-02,25,1180
ITM-1001139,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,29,58,29,A,BIC-WHSE-2,"Cpl Boudreau, A.",2026-04-24,3,175
ITM-1001140,2520-01-528-3166,Torque converter (JLTV),2520,10,6,0,A,WHSE-B1-ALB,"GySgt Underwood, R.",2026-03-27,31,2900
ITM-1001141,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,21,12,0,B,WHSE-A2-ALB,"Cpl Henderson, B.",2026-04-13,14,3450
ITM-1001142,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,50,41,0,B,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-02-22,64,410
ITM-1001143,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,58,35,0,A,WHSE-A1-ALB,"Sgt Pham, D.",2026-02-23,63,605
ITM-1001144,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,44,22,0,A,WHSE-C1-ALB,"SSgt Whitfield, T.",2026-03-06,52,24
ITM-1001145,2940-01-413-1984,Engine air filter element (HMMWV),2940,48,39,0,A,WHSE-B2-BAR,"SSgt Reyes, J.",2026-03-10,48,58
ITM-1001146,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,53,39,0,B,WHSE-B2-BAR,"Cpl Boudreau, A.",2026-03-08,50,47
ITM-1001147,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,47,43,0,F,WHSE-A1-BAR,"MSgt Quinones, V.",2026-04-22,5,95
ITM-1001148,4720-01-329-4512,Coolant hose (MTVR engine),4720,33,22,0,A,WHSE-C1-ALB,"GySgt Underwood, R.",2026-03-04,54,38
ITM-1001149,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,16,8,0,A,WHSE-A1-BAR,"Sgt Pham, D.",2026-04-11,16,28500
ITM-1001150,2935-01-510-9923,"Fuel control, MV-22 engine",2935,19,9,0,C,BIC-WHSE-1,"MSgt Quinones, V.",2026-04-03,24,12400
ITM-1001151,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,17,11,0,A,BIC-WHSE-1,"Sgt Pham, D.",2026-03-24,34,240
ITM-1001152,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,27,56,29,A,BIC-WHSE-2,"Cpl Henderson, B.",2026-03-05,53,2
ITM-1001153,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,59,57,0,C,WHSE-B2-BAR,"Cpl Boudreau, A.",2026-02-11,75,3
ITM-1001154,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,103,51,0,A,WHSE-A1-ALB,"SSgt Reyes, J.",2026-04-14,13,138
ITM-1001155,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,77,38,0,A,WHSE-A1-BAR,"Cpl Henderson, B.",2026-03-21,37,84
ITM-1001156,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,92,46,0,B,WHSE-A2-ALB,"MSgt Quinones, V.",2026-02-08,78,690
ITM-1001157,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,82,59,0,H,WHSE-A1-ALB,"SSgt Reyes, J.",2026-02-06,80,540
ITM-1001158,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,1,7,6,A,WHSE-B1-ALB,"Sgt Pham, D.",2026-03-31,27,2400
ITM-1001159,1240-01-602-7715,"Optical sight assembly, M1A1",1240,19,11,0,A,WHSE-C1-ALB,"Cpl Diallo, S.",2026-02-07,79,18500
ITM-1001160,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,74,50,0,A,WHSE-A1-BAR,"Cpl Iwamoto, K.",2026-04-12,15,410
ITM-1001161,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,81,40,0,A,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-04-21,6,220
ITM-1001162,5965-01-411-7783,Intercom headset H-250/U,5965,47,49,2,F,WHSE-A1-ALB,"GySgt Underwood, R.",2026-02-22,64,165
ITM-1001163,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,65,65,0,A,WHSE-A1-BAR,"MSgt Quinones, V.",2026-02-28,58,26
ITM-1001164,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,13,8,0,A,WHSE-C1-ALB,"SSgt Whitfield, T.",2026-03-18,40,47800
ITM-1001165,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,13,11,0,A,VBAY-01-BAR,"GySgt Underwood, R.",2026-02-09,77,8900
ITM-1001166,5340-01-122-4419,"Bracket, armor liner",5340,95,47,0,A,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-06,52,95
ITM-1001167,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,16,15,0,C,WHSE-A2-ALB,"Cpl Boudreau, A.",2026-04-17,10,1180
ITM-1001168,2540-01-572-3041,"Seat, armored crew (driver)",2540,31,37,6,A,WHSE-B2-BAR,"SSgt Whitfield, T.",2026-04-24,3,2240
ITM-1001169,6130-01-651-1182,"Power distribution unit, vehicle",6130,100,50,0,B,WHSE-C1-ALB,"MSgt Quinones, V.",2026-04-18,9,1410
ITM-1001170,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,60,35,0,F,WHSE-C1-ALB,"GySgt Underwood, R.",2026-02-26,60,387
ITM-1001171,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,45,32,0,B,WHSE-A2-ALB,"Cpl Diallo, S.",2026-03-28,30,512
ITM-1001172,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,27,13,0,A,WHSE-C1-ALB,"Cpl Diallo, S.",2026-03-12,46,622
ITM-1001173,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,9,12,3,F,WHSE-B2-BAR,"Cpl Boudreau, A.",2026-04-02,25,745
ITM-1001174,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,11,5,0,A,BIC-WHSE-1,"GySgt Underwood, R.",2026-03-07,51,4280
ITM-1001175,2530-01-621-3107,Brake rotor (MTVR),2530,77,38,0,B,WHSE-A1-BAR,"Cpl Boudreau, A.",2026-02-24,62,215
ITM-1001176,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,48,27,0,B,WHSE-A1-ALB,"Sgt Pham, D.",2026-02-06,80,320
ITM-1001177,2530-01-356-7711,Power steering pump (MTVR),2530,60,52,0,A,BIC-WHSE-1,"Sgt Alvarado, M.",2026-02-07,79,1180
