date,work_order_id,platform,vehicle_id,pmcs_code,nsn,part_name,qty_consumed,subsystem
2026-02-08,WO-260208-00212,MTVR,MTVR-0286,M,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-08,WO-260208-00213,MTVR,MTVR-0120,Q,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",4,fasteners
2026-02-08,WO-260208-00214,MTVR,MTVR-0019,S,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-08,WO-260208-00215,MTVR,MTVR-0010,AN,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-08,WO-260208-00216,LAV,LAV-0066,B,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-08,WO-260208-00217,LAV,LAV-0061,D,2540-01-572-3041,"Seat, armored crew (driver)",1,interior
2026-02-08,WO-260208-00218,JLTV,JLTV-0334,A,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",2,wheels
2026-02-08,WO-260208-00219,JLTV,JLTV-0095,W,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-08,WO-260208-00220,JLTV,JLTV-0403,M,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),6,fasteners
2026-02-08,WO-260208-00221,JLTV,JLTV-0317,Q,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-02-08,WO-260208-00222,JLTV,JLTV-0039,S,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-08,WO-260208-00223,JLTV,JLTV-0078,AN,6135-01-301-8776,BA-5590 lithium primary battery (radio),4,comms
2026-02-08,WO-260208-00224,M88A2,M88A2-0010,B,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-02-08,WO-260208-00225,HMMWV,HMMWV-0113,D,2940-01-413-1984,Engine air filter element (HMMWV),2,engine
2026-02-09,WO-260209-00226,MTVR,MTVR-0078,A,2530-01-621-3107,Brake rotor (MTVR),2,brakes
2026-02-09,WO-260209-00227,MTVR,MTVR-0015,W,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-09,WO-260209-00228,MTVR,MTVR-0298,M,2920-01-446-5219,Alternator 200A 28V (MTVR),2,electrical
2026-02-09,WO-260209-00229,MTVR,MTVR-0012,Q,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-09,WO-260209-00230,MTVR,MTVR-0183,S,2940-01-389-2196,Primary fuel/oil filter element (MTVR),1,engine
2026-02-09,WO-260209-00231,MTVR,MTVR-0229,AN,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-02-09,WO-260209-00232,MTVR,MTVR-0240,B,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-09,WO-260209-00233,MTVR,MTVR-0138,D,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",9,fasteners
2026-02-09,WO-260209-00234,MTVR,MTVR-0222,A,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-02-09,WO-260209-00235,MTVR,MTVR-0030,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-09,WO-260209-00236,LAV,LAV-0056,M,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-09,WO-260209-00237,LAV,LAV-0083,Q,5340-01-122-4419,"Bracket, armor liner",1,armor
2026-02-09,WO-260209-00238,JLTV,JLTV-0150,S,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-09,WO-260209-00239,JLTV,JLTV-0307,AN,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-09,WO-260209-00240,JLTV,JLTV-0404,B,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),16,fasteners
2026-02-09,WO-260209-00241,JLTV,JLTV-0163,D,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-02-09,WO-260209-00242,JLTV,JLTV-0218,A,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-09,WO-260209-00243,JLTV,JLTV-0132,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),6,comms
2026-02-09,WO-260209-00244,HMMWV,HMMWV-0037,M,2940-01-413-1984,Engine air filter element (HMMWV),5,engine
2026-02-10,WO-260210-00245,MTVR,MTVR-0106,Q,2530-01-621-3107,Brake rotor (MTVR),2,brakes
2026-02-10,WO-260210-00246,MTVR,MTVR-0270,S,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-02-10,WO-260210-00247,MTVR,MTVR-0245,AN,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-02-10,WO-260210-00248,MTVR,MTVR-0257,B,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-10,WO-260210-00249,MTVR,MTVR-0092,D,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-10,WO-260210-00250,MTVR,MTVR-0252,A,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2,engine
2026-02-10,WO-260210-00251,MTVR,MTVR-0117,W,2930-01-477-0631,Fuel filter / water separator (MTVR),3,engine
2026-02-10,WO-260210-00252,MTVR,MTVR-0079,M,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-10,WO-260210-00253,MTVR,MTVR-0147,Q,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-02-10,WO-260210-00254,MTVR,MTVR-0223,S,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-10,WO-260210-00255,MTVR,MTVR-0264,AN,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-10,WO-260210-00256,MTVR,MTVR-0232,B,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-02-10,WO-260210-00257,LAV,LAV-0013,D,5965-01-411-7783,Intercom headset H-250/U,2,comms
2026-02-10,WO-260210-00258,JLTV,JLTV-0149,A,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",2,wheels
2026-02-10,WO-260210-00259,JLTV,JLTV-0360,W,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),8,fasteners
2026-02-10,WO-260210-00260,JLTV,JLTV-0242,M,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-10,WO-260210-00261,JLTV,JLTV-0143,Q,6135-01-301-8776,BA-5590 lithium primary battery (radio),9,comms
2026-02-10,WO-260210-00262,AAV-7A1,AAV-7A1-0033,S,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",1,tracks
2026-02-10,WO-260210-00263,HMMWV,HMMWV-0185,AN,2940-01-413-1984,Engine air filter element (HMMWV),6,engine
2026-02-10,WO-260210-00264,HMMWV,HMMWV-0106,B,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-10,WO-260210-00265,M1A1,M1A1-0012,D,1240-01-602-7715,"Optical sight assembly, M1A1",1,weapons
2026-02-11,WO-260211-00266,MTVR,MTVR-0042,A,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-11,WO-260211-00267,MTVR,MTVR-0163,W,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-11,WO-260211-00268,MTVR,MTVR-0056,M,2520-01-365-7104,Drive shaft U-joint (MTVR),3,transmission
2026-02-11,WO-260211-00269,MTVR,MTVR-0148,Q,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-11,WO-260211-00270,MTVR,MTVR-0112,S,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2,engine
2026-02-11,WO-260211-00271,MTVR,MTVR-0224,AN,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-02-11,WO-260211-00272,MTVR,MTVR-0262,B,4720-01-329-4512,Coolant hose (MTVR engine),3,engine
2026-02-11,WO-260211-00273,MTVR,MTVR-0284,D,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",4,fasteners
2026-02-11,WO-260211-00274,MTVR,MTVR-0179,A,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-11,WO-260211-00275,MTVR,MTVR-0148,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2,tires
2026-02-11,WO-260211-00276,MTVR,MTVR-0167,M,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-02-11,WO-260211-00277,LAV,LAV-0049,Q,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-11,WO-260211-00278,JLTV,JLTV-0014,S,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-11,WO-260211-00279,JLTV,JLTV-0004,AN,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-11,WO-260211-00280,JLTV,JLTV-0290,B,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),6,fasteners
2026-02-11,WO-260211-00281,JLTV,JLTV-0086,D,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-11,WO-260211-00282,JLTV,JLTV-0088,A,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-11,WO-260211-00283,JLTV,JLTV-0349,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-02-11,WO-260211-00284,MV-22B,MV-22B-0001,M,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1,rotor
2026-02-11,WO-260211-00285,MV-22B,MV-22B-0011,Q,2935-01-510-9923,"Fuel control, MV-22 engine",1,engine
2026-02-11,WO-260211-00286,HMMWV,HMMWV-0241,S,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-02-12,WO-260212-00287,MTVR,MTVR-0272,AN,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-02-12,WO-260212-00288,MTVR,MTVR-0167,B,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-12,WO-260212-00289,MTVR,MTVR-0059,D,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-12,WO-260212-00290,MTVR,MTVR-0288,A,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-12,WO-260212-00291,MTVR,MTVR-0193,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2,engine
2026-02-12,WO-260212-00292,MTVR,MTVR-0210,M,2930-01-477-0631,Fuel filter / water separator (MTVR),3,engine
2026-02-12,WO-260212-00293,MTVR,MTVR-0144,Q,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-02-12,WO-260212-00294,MTVR,MTVR-0103,S,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",9,fasteners
2026-02-12,WO-260212-00295,MTVR,MTVR-0296,AN,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-02-12,WO-260212-00296,LAV,LAV-0008,B,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-12,WO-260212-00297,JLTV,JLTV-0093,D,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-12,WO-260212-00298,JLTV,JLTV-0313,A,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-02-12,WO-260212-00299,JLTV,JLTV-0043,W,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),12,fasteners
2026-02-12,WO-260212-00300,JLTV,JLTV-0196,M,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-02-12,WO-260212-00301,JLTV,JLTV-0266,Q,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-12,WO-260212-00302,JLTV,JLTV-0237,S,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-02-12,WO-260212-00303,AAV-7A1,AAV-7A1-0011,AN,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-02-12,WO-260212-00304,M88A2,M88A2-0006,B,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-02-12,WO-260212-00305,HMMWV,HMMWV-0245,D,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-02-13,WO-260213-00306,MTVR,MTVR-0196,A,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-02-13,WO-260213-00307,MTVR,MTVR-0012,W,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-13,WO-260213-00308,MTVR,MTVR-0239,M,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-13,WO-260213-00309,MTVR,MTVR-0264,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),1,engine
2026-02-13,WO-260213-00310,MTVR,MTVR-0068,S,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-02-13,WO-260213-00311,MTVR,MTVR-0269,AN,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-13,WO-260213-00312,MTVR,MTVR-0304,B,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-02-13,WO-260213-00313,MTVR,MTVR-0228,D,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-02-13,WO-260213-00314,LAV,LAV-0058,A,2540-01-572-3041,"Seat, armored crew (driver)",1,interior
2026-02-13,WO-260213-00315,JLTV,JLTV-0175,W,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-13,WO-260213-00316,JLTV,JLTV-0361,M,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-13,WO-260213-00317,JLTV,JLTV-0116,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),7,fasteners
2026-02-13,WO-260213-00318,JLTV,JLTV-0104,S,6135-01-301-8776,BA-5590 lithium primary battery (radio),3,comms
2026-02-13,WO-260213-00319,AAV-7A1,AAV-7A1-0036,AN,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-02-13,WO-260213-00320,MV-22B,MV-22B-0002,B,2935-01-510-9923,"Fuel control, MV-22 engine",1,engine
2026-02-13,WO-260213-00321,HMMWV,HMMWV-0220,D,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-02-14,WO-260214-00322,MTVR,MTVR-0081,A,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-14,WO-260214-00323,MTVR,MTVR-0040,W,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-02-14,WO-260214-00324,MTVR,MTVR-0233,M,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-14,WO-260214-00325,MTVR,MTVR-0268,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),1,engine
2026-02-14,WO-260214-00326,MTVR,MTVR-0056,S,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-02-14,WO-260214-00327,MTVR,MTVR-0155,AN,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",7,fasteners
2026-02-14,WO-260214-00328,MTVR,MTVR-0028,B,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-14,WO-260214-00329,LAV,LAV-0067,D,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-14,WO-260214-00330,JLTV,JLTV-0286,A,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-14,WO-260214-00331,JLTV,JLTV-0083,W,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),8,fasteners
2026-02-14,WO-260214-00332,JLTV,JLTV-0402,M,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-14,WO-260214-00333,JLTV,JLTV-0213,Q,6135-01-301-8776,BA-5590 lithium primary battery (radio),8,comms
2026-02-14,WO-260214-00334,MV-22B,MV-22B-0011,S,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",1,rotor
2026-02-14,WO-260214-00335,HMMWV,HMMWV-0234,AN,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-02-15,WO-260215-00336,MTVR,MTVR-0108,B,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-15,WO-260215-00337,MTVR,MTVR-0039,D,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-15,WO-260215-00338,MTVR,MTVR-0183,A,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-15,WO-260215-00339,MTVR,MTVR-0040,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-02-15,WO-260215-00340,MTVR,MTVR-0016,M,2930-01-477-0631,Fuel filter / water separator (MTVR),4,engine
2026-02-15,WO-260215-00341,MTVR,MTVR-0289,Q,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",7,fasteners
2026-02-15,WO-260215-00342,MTVR,MTVR-0180,S,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-15,WO-260215-00343,LAV,LAV-0021,AN,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-15,WO-260215-00344,JLTV,JLTV-0057,B,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-15,WO-260215-00345,JLTV,JLTV-0295,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),3,fasteners
2026-02-15,WO-260215-00346,JLTV,JLTV-0304,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-15,WO-260215-00347,JLTV,JLTV-0338,W,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-15,WO-260215-00348,JLTV,JLTV-0100,M,6135-01-301-8776,BA-5590 lithium primary battery (radio),6,comms
2026-02-15,WO-260215-00349,AAV-7A1,AAV-7A1-0029,Q,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-02-15,WO-260215-00350,MV-22B,MV-22B-0013,S,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1,rotor
2026-02-15,WO-260215-00351,HMMWV,HMMWV-0083,AN,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-02-16,WO-260216-00352,MTVR,MTVR-0308,B,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-02-16,WO-260216-00353,MTVR,MTVR-0264,D,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-02-16,WO-260216-00354,MTVR,MTVR-0067,A,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-16,WO-260216-00355,MTVR,MTVR-0243,W,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2,engine
2026-02-16,WO-260216-00356,MTVR,MTVR-0309,M,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-02-16,WO-260216-00357,MTVR,MTVR-0317,Q,4720-01-329-4512,Coolant hose (MTVR engine),4,engine
2026-02-16,WO-260216-00358,MTVR,MTVR-0228,S,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",9,fasteners
2026-02-16,WO-260216-00359,JLTV,JLTV-0280,AN,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",2,wheels
2026-02-16,WO-260216-00360,JLTV,JLTV-0357,B,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-02-16,WO-260216-00361,JLTV,JLTV-0205,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),13,fasteners
2026-02-16,WO-260216-00362,JLTV,JLTV-0298,A,6135-01-301-8776,BA-5590 lithium primary battery (radio),7,comms
2026-02-16,WO-260216-00363,AAV-7A1,AAV-7A1-0030,W,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-02-16,WO-260216-00364,M88A2,M88A2-0012,M,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-02-16,WO-260216-00365,HMMWV,HMMWV-0230,Q,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-02-16,WO-260216-00366,HMMWV,HMMWV-0334,S,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-17,WO-260217-00367,MTVR,MTVR-0155,AN,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-02-17,WO-260217-00368,MTVR,MTVR-0172,B,2530-01-621-3107,Brake rotor (MTVR),2,brakes
2026-02-17,WO-260217-00369,MTVR,MTVR-0143,D,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-17,WO-260217-00370,MTVR,MTVR-0060,A,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-02-17,WO-260217-00371,MTVR,MTVR-0002,W,4720-01-329-4512,Coolant hose (MTVR engine),3,engine
2026-02-17,WO-260217-00372,MTVR,MTVR-0269,M,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5,fasteners
2026-02-17,WO-260217-00373,MTVR,MTVR-0194,Q,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-02-17,WO-260217-00374,MTVR,MTVR-0287,S,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-17,WO-260217-00375,LAV,LAV-0032,AN,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-17,WO-260217-00376,JLTV,JLTV-0293,B,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-02-17,WO-260217-00377,JLTV,JLTV-0212,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),13,fasteners
2026-02-17,WO-260217-00378,JLTV,JLTV-0054,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-17,WO-260217-00379,JLTV,JLTV-0259,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),1,comms
2026-02-17,WO-260217-00380,AAV-7A1,AAV-7A1-0023,M,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-02-17,WO-260217-00381,AAV-7A1,AAV-7A1-0046,Q,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",1,tracks
2026-02-17,WO-260217-00382,AAV-7A1,AAV-7A1-0020,S,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-02-17,WO-260217-00383,M88A2,M88A2-0014,AN,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-02-17,WO-260217-00384,HMMWV,HMMWV-0300,B,2940-01-413-1984,Engine air filter element (HMMWV),1,engine
2026-02-17,WO-260217-00385,HMMWV,HMMWV-0116,D,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-18,WO-260218-00386,MTVR,MTVR-0092,A,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-18,WO-260218-00387,MTVR,MTVR-0196,W,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-18,WO-260218-00388,MTVR,MTVR-0187,M,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-18,WO-260218-00389,MTVR,MTVR-0053,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-02-18,WO-260218-00390,MTVR,MTVR-0084,S,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-02-18,WO-260218-00391,MTVR,MTVR-0072,AN,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",7,fasteners
2026-02-18,WO-260218-00392,MTVR,MTVR-0299,B,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),1,engine
2026-02-18,WO-260218-00393,MTVR,MTVR-0108,D,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-02-18,WO-260218-00394,LAV,LAV-0031,A,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-18,WO-260218-00395,LAV,LAV-0036,W,2540-01-572-3041,"Seat, armored crew (driver)",1,interior
2026-02-18,WO-260218-00396,JLTV,JLTV-0057,M,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-18,WO-260218-00397,JLTV,JLTV-0088,Q,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-18,WO-260218-00398,JLTV,JLTV-0206,S,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-02-18,WO-260218-00399,JLTV,JLTV-0336,AN,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),14,fasteners
2026-02-18,WO-260218-00400,JLTV,JLTV-0075,B,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-18,WO-260218-00401,JLTV,JLTV-0004,D,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-02-18,WO-260218-00402,MV-22B,MV-22B-0014,A,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1,rotor
2026-02-18,WO-260218-00403,HMMWV,HMMWV-0260,W,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-02-19,WO-260219-00404,MTVR,MTVR-0176,M,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-19,WO-260219-00405,MTVR,MTVR-0307,Q,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-02-19,WO-260219-00406,MTVR,MTVR-0235,S,2920-01-446-5219,Alternator 200A 28V (MTVR),3,electrical
2026-02-19,WO-260219-00407,MTVR,MTVR-0215,AN,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-02-19,WO-260219-00408,MTVR,MTVR-0187,B,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-02-19,WO-260219-00409,MTVR,MTVR-0058,D,4720-01-329-4512,Coolant hose (MTVR engine),3,engine
2026-02-19,WO-260219-00410,MTVR,MTVR-0248,A,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",9,fasteners
2026-02-19,WO-260219-00411,MTVR,MTVR-0319,W,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-19,WO-260219-00412,MTVR,MTVR-0206,M,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2,tires
2026-02-19,WO-260219-00413,MTVR,MTVR-0102,Q,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-02-19,WO-260219-00414,LAV,LAV-0042,S,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",1,wheels
2026-02-19,WO-260219-00415,LAV,LAV-0002,AN,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-19,WO-260219-00416,JLTV,JLTV-0015,B,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-19,WO-260219-00417,JLTV,JLTV-0040,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),9,fasteners
2026-02-19,WO-260219-00418,JLTV,JLTV-0067,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),3,tires
2026-02-19,WO-260219-00419,JLTV,JLTV-0335,W,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-19,WO-260219-00420,JLTV,JLTV-0307,M,6135-01-301-8776,BA-5590 lithium primary battery (radio),8,comms
2026-02-19,WO-260219-00421,MV-22B,MV-22B-0012,Q,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1,rotor
2026-02-19,WO-260219-00422,HMMWV,HMMWV-0161,S,2940-01-413-1984,Engine air filter element (HMMWV),1,engine
