date,work_order_id,platform,vehicle_id,environment,optempo,magtf_size,nsn,part_name,qty_consumed,subsystem
2026-02-09,WO-260209-02407,HMMWV,HMMWV-0338,maritime,high,MEB,2805-01-740-4177,ball joint (HMMWV),2,suspension
2026-02-09,WO-260209-02408,HMMWV,HMMWV-0042,maritime,high,MEB,5340-01-866-8607,drive shaft U-joint (HMMWV),14,transmission
2026-02-09,WO-260209-02409,HMMWV,HMMWV-0346,maritime,high,MEB,2920-01-435-7562,brake caliper (HMMWV),3,brakes
2026-02-09,WO-260209-02410,HMMWV,HMMWV-0121,maritime,high,MEB,2920-01-164-0395,voltage regulator (HMMWV),15,electrical
2026-02-09,WO-260209-02411,HMMWV,HMMWV-0139,maritime,high,MEB,2930-01-359-0792,battery 6TL (HMMWV),17,electrical
2026-02-09,WO-260209-02412,HMMWV,HMMWV-0083,maritime,high,MEB,5305-01-495-4204,headlight assembly (HMMWV),13,electrical
2026-02-09,WO-260209-02413,HMMWV,HMMWV-0282,maritime,high,MEB,2930-01-757-1388,drive shaft U-joint (HMMWV),10,transmission
2026-02-09,WO-260209-02414,HMMWV,HMMWV-0071,maritime,high,MEB,2520-01-002-8588,tire pressure sensor (HMMWV),16,tires
2026-02-09,WO-260209-02415,HMMWV,HMMWV-0316,maritime,high,MEB,2930-01-843-7698,tie-rod end (HMMWV),4,suspension
2026-02-09,WO-260209-02416,HMMWV,HMMWV-0069,maritime,high,MEB,2930-01-553-7625,control arm bushing (HMMWV),4,suspension
2026-02-09,WO-260209-02417,HMMWV,HMMWV-0009,maritime,high,MEB,2805-01-107-2368,transfer case seal (HMMWV),15,transmission
2026-02-09,WO-260209-02418,HMMWV,HMMWV-0168,maritime,high,MEB,2920-01-246-0451,shock absorber (HMMWV),4,suspension
2026-02-09,WO-260209-02419,HMMWV,HMMWV-0079,maritime,high,MEB,2805-01-786-6170,master cylinder (HMMWV),4,brakes
2026-02-09,WO-260209-02420,HMMWV,HMMWV-0143,maritime,high,MEB,4720-01-008-6506,battery 6TL (HMMWV),19,electrical
2026-02-09,WO-260209-02421,HMMWV,HMMWV-0341,maritime,high,MEB,5340-01-453-9594,master cylinder (HMMWV),5,brakes
2026-02-09,WO-260209-02422,HMMWV,HMMWV-0022,maritime,high,MEB,2540-01-728-9564,cylinder head gasket (HMMWV),5,engine
2026-02-09,WO-260209-02423,HMMWV,HMMWV-0016,maritime,high,MEB,2930-01-671-9226,water pump (HMMWV),7,engine
2026-02-10,WO-260210-02424,MTVR,MTVR-0314,maritime,high,MEB,2510-01-489-2578,brake rotor (MTVR),4,brakes
2026-02-10,WO-260210-02425,MTVR,MTVR-0060,maritime,high,MEB,2510-01-666-7721,high-pressure hose (MTVR),16,hydraulics
2026-02-10,WO-260210-02426,MTVR,MTVR-0137,maritime,high,MEB,2540-01-382-3157,tire pressure sensor (MTVR),9,tires
2026-02-10,WO-260210-02427,MTVR,MTVR-0308,maritime,high,MEB,6135-01-101-5325,clutch pack (MTVR),2,transmission
2026-02-10,WO-260210-02428,MTVR,MTVR-0015,maritime,high,MEB,5895-01-756-8588,clutch pack (MTVR),2,transmission
2026-02-10,WO-260210-02429,MTVR,MTVR-0220,maritime,high,MEB,5340-01-121-9390,reservoir cap (MTVR),2,hydraulics
2026-02-10,WO-260210-02430,MTVR,MTVR-0301,maritime,high,MEB,4720-01-395-4466,brake caliper (MTVR),10,brakes
2026-02-10,WO-260210-02431,MTVR,MTVR-0308,maritime,high,MEB,1240-01-821-3032,starter motor (MTVR),1,engine
2026-02-10,WO-260210-02432,MTVR,MTVR-0096,maritime,high,MEB,2805-01-304-5515,ABS sensor (MTVR),3,brakes
2026-02-10,WO-260210-02433,MTVR,MTVR-0195,maritime,high,MEB,1240-01-447-5454,master cylinder (MTVR),7,brakes
2026-02-10,WO-260210-02434,MTVR,MTVR-0019,maritime,high,MEB,2920-01-394-5354,wiring harness (MTVR),6,electrical
2026-02-10,WO-260210-02435,MTVR,MTVR-0061,maritime,high,MEB,2510-01-509-1086,brake pad set (MTVR),10,brakes
2026-02-10,WO-260210-02436,MTVR,MTVR-0098,maritime,high,MEB,2520-01-813-3214,transfer case seal (MTVR),5,transmission
2026-02-10,WO-260210-02437,MTVR,MTVR-0301,maritime,high,MEB,2520-01-939-8471,brake pad set (MTVR),3,brakes
2026-02-10,WO-260210-02438,MTVR,MTVR-0098,maritime,high,MEB,2815-01-556-2498,headlight assembly (MTVR),10,electrical
2026-02-10,WO-260210-02439,MTVR,MTVR-0052,maritime,high,MEB,2805-01-686-0165,lug nut set (MTVR),4,tires
2026-02-10,WO-260210-02440,MTVR,MTVR-0304,maritime,high,MEB,2510-01-432-0204,ABS sensor (MTVR),3,brakes
2026-02-10,WO-260210-02441,MTVR,MTVR-0002,maritime,high,MEB,2540-01-428-0563,brake line (MTVR),5,brakes
2026-02-10,WO-260210-02442,MTVR,MTVR-0223,maritime,high,MEB,1240-01-546-5686,wheel bearing (MTVR),5,tires
2026-02-10,WO-260210-02443,MTVR,MTVR-0086,maritime,high,MEB,2540-01-351-8514,headlight assembly (MTVR),8,electrical
2026-02-10,WO-260210-02444,MTVR,MTVR-0281,maritime,high,MEB,2805-01-780-2990,tire valve stem (MTVR),1,tires
2026-02-10,WO-260210-02445,MTVR,MTVR-0304,maritime,high,MEB,5340-01-848-9580,hydraulic filter (MTVR),1,hydraulics
2026-02-10,WO-260210-02446,MTVR,MTVR-0283,maritime,high,MEB,2815-01-020-3391,fuel pump (MTVR),9,engine
2026-02-10,WO-260210-02447,MTVR,MTVR-0200,maritime,high,MEB,1015-01-416-0514,wheel bearing (MTVR),1,tires
2026-02-10,WO-260210-02448,MTVR,MTVR-0096,maritime,high,MEB,2920-01-384-1318,alternator (MTVR),7,engine
2026-02-10,WO-260210-02449,MTVR,MTVR-0156,maritime,high,MEB,2920-01-285-0146,water pump (MTVR),14,engine
2026-02-10,WO-260210-02450,MTVR,MTVR-0131,maritime,high,MEB,2920-01-524-7642,hydraulic pump (MTVR),9,hydraulics
2026-02-10,WO-260210-02451,MTVR,MTVR-0151,maritime,high,MEB,2520-01-318-7485,brake caliper (MTVR),9,brakes
2026-02-10,WO-260210-02452,MTVR,MTVR-0319,maritime,high,MEB,2805-01-124-3931,hydraulic filter (MTVR),10,hydraulics
2026-02-10,WO-260210-02453,MTVR,MTVR-0003,maritime,high,MEB,6135-01-537-1664,actuator cylinder (MTVR),6,hydraulics
2026-02-10,WO-260210-02454,MTVR,MTVR-0164,maritime,high,MEB,1015-01-394-5081,brake pad set (MTVR),11,brakes
2026-02-10,WO-260210-02455,MTVR,MTVR-0139,maritime,high,MEB,4720-01-670-7503,hydraulic filter (MTVR),5,hydraulics
2026-02-10,WO-260210-02456,MTVR,MTVR-0221,maritime,high,MEB,2815-01-184-0030,headlight assembly (MTVR),3,electrical
2026-02-10,WO-260210-02457,MTVR,MTVR-0287,maritime,high,MEB,2930-01-671-5184,torque converter (MTVR),7,transmission
2026-02-10,WO-260210-02458,LAV,LAV-0070,maritime,high,MEB,1240-01-908-2286,ignition coil (LAV),2,electrical
2026-02-10,WO-260210-02459,LAV,LAV-0070,maritime,high,MEB,5340-01-486-4362,EGR valve (LAV),4,engine
2026-02-10,WO-260210-02460,LAV,LAV-0089,maritime,high,MEB,6135-01-811-2064,turret drive motor (LAV),3,turret
2026-02-10,WO-260210-02461,LAV,LAV-0038,maritime,high,MEB,1015-01-370-9876,shift solenoid (LAV),2,transmission
2026-02-10,WO-260210-02462,LAV,LAV-0022,maritime,high,MEB,2510-01-507-7842,turret bearing race (LAV),1,turret
2026-02-10,WO-260210-02463,LAV,LAV-0061,maritime,high,MEB,1240-01-436-2591,fuel injector (LAV),3,engine
2026-02-10,WO-260210-02464,LAV,LAV-0027,maritime,high,MEB,2805-01-246-1340,turret drive motor (LAV),2,turret
2026-02-10,WO-260210-02465,LAV,LAV-0045,maritime,high,MEB,2520-01-515-7373,oil cooler (LAV),3,engine
2026-02-10,WO-260210-02466,LAV,LAV-0006,maritime,high,MEB,1015-01-195-6632,clutch pack (LAV),2,transmission
2026-02-10,WO-260210-02467,LAV,LAV-0058,maritime,high,MEB,5895-01-361-8441,barrel assembly M242 (LAV),1,weapons
2026-02-10,WO-260210-02468,LAV,LAV-0081,maritime,high,MEB,1240-01-389-1011,torque converter (LAV),4,transmission
2026-02-10,WO-260210-02469,LAV,LAV-0073,maritime,high,MEB,2510-01-548-8057,oil cooler (LAV),2,engine
2026-02-10,WO-260210-02470,LAV,LAV-0066,maritime,high,MEB,2930-01-974-7358,elevation gear (LAV),3,turret
2026-02-10,WO-260210-02471,LAV,LAV-0090,maritime,high,MEB,2520-01-133-2914,elevation gear (LAV),3,turret
2026-02-10,WO-260210-02472,LAV,LAV-0005,maritime,high,MEB,2805-01-042-4953,tire 12.00R20 (LAV),3,wheels
2026-02-10,WO-260210-02473,LAV,LAV-0054,maritime,high,MEB,2510-01-923-8946,wheel hub assembly (LAV),2,wheels
2026-02-10,WO-260210-02474,LAV,LAV-0013,maritime,high,MEB,5340-01-143-9017,ECM module (LAV),4,electrical
2026-02-10,WO-260210-02475,LAV,LAV-0064,maritime,high,MEB,2920-01-349-6679,transfer case seal (LAV),2,transmission
2026-02-10,WO-260210-02476,LAV,LAV-0048,maritime,high,MEB,2510-01-623-5386,feed chute (LAV),3,weapons
2026-02-10,WO-260210-02477,LAV,LAV-0068,maritime,high,MEB,2520-01-255-1799,wheel stud (LAV),1,wheels
2026-02-10,WO-260210-02478,LAV,LAV-0051,maritime,high,MEB,1015-01-915-2481,battery 6TL (LAV),1,electrical
2026-02-10,WO-260210-02479,LAV,LAV-0031,maritime,high,MEB,1240-01-558-1822,voltage regulator (LAV),1,electrical
2026-02-10,WO-260210-02480,LAV,LAV-0023,maritime,high,MEB,2815-01-865-9588,EGR valve (LAV),3,engine
2026-02-10,WO-260210-02481,LAV,LAV-0073,maritime,high,MEB,5305-01-244-3433,shift solenoid (LAV),2,transmission
2026-02-10,WO-260210-02482,LAV,LAV-0087,maritime,high,MEB,2805-01-007-6922,shift solenoid (LAV),1,transmission
2026-02-10,WO-260210-02483,LAV,LAV-0058,maritime,high,MEB,5895-01-839-3696,cylinder head gasket (LAV),2,engine
2026-02-10,WO-260210-02484,LAV,LAV-0004,maritime,high,MEB,4720-01-087-6401,battery 6TL (LAV),3,electrical
2026-02-10,WO-260210-02485,LAV,LAV-0074,maritime,high,MEB,1240-01-420-8187,firing pin (LAV),2,weapons
2026-02-10,WO-260210-02486,LAV,LAV-0001,maritime,high,MEB,2520-01-902-2766,elevation gear (LAV),2,turret
2026-02-10,WO-260210-02487,LAV,LAV-0065,maritime,high,MEB,6135-01-983-9677,firing pin (LAV),4,weapons
2026-02-10,WO-260210-02488,LAV,LAV-0012,maritime,high,MEB,2930-01-062-8381,drive shaft U-joint (LAV),3,transmission
2026-02-10,WO-260210-02489,LAV,LAV-0079,maritime,high,MEB,5340-01-695-0127,firing pin (LAV),1,weapons
2026-02-10,WO-260210-02490,JLTV,JLTV-0070,maritime,high,MEB,1240-01-046-2152,armor panel kit (JLTV),1,armor
2026-02-10,WO-260210-02491,JLTV,JLTV-0199,maritime,high,MEB,2510-01-751-7744,leaf spring (JLTV),2,suspension
2026-02-10,WO-260210-02492,JLTV,JLTV-0350,maritime,high,MEB,2920-01-810-4979,fuel injector (JLTV),12,engine
2026-02-10,WO-260210-02493,JLTV,JLTV-0365,maritime,high,MEB,2930-01-221-1612,water pump (JLTV),2,engine
2026-02-10,WO-260210-02494,JLTV,JLTV-0286,maritime,high,MEB,6135-01-565-1912,water pump (JLTV),4,engine
2026-02-10,WO-260210-02495,JLTV,JLTV-0141,maritime,high,MEB,1015-01-699-7966,voltage regulator (JLTV),2,electrical
2026-02-10,WO-260210-02496,JLTV,JLTV-0151,maritime,high,MEB,5305-01-456-7927,tire valve stem (JLTV),11,tires
2026-02-10,WO-260210-02497,JLTV,JLTV-0187,maritime,high,MEB,2805-01-781-7695,ballistic glass insert (JLTV),14,armor
2026-02-10,WO-260210-02498,JLTV,JLTV-0354,maritime,high,MEB,1015-01-358-0233,underbody armor plate (JLTV),11,armor
2026-02-10,WO-260210-02499,JLTV,JLTV-0330,maritime,high,MEB,2805-01-973-6186,armor panel kit (JLTV),4,armor
2026-02-10,WO-260210-02500,JLTV,JLTV-0315,maritime,high,MEB,4720-01-244-1105,underbody armor plate (JLTV),10,armor
2026-02-10,WO-260210-02501,JLTV,JLTV-0247,maritime,high,MEB,2520-01-938-3234,ballistic glass insert (JLTV),13,armor
2026-02-10,WO-260210-02502,JLTV,JLTV-0232,maritime,high,MEB,2930-01-616-5419,radial tire 395/85R20 (JLTV),11,tires
2026-02-10,WO-260210-02503,JLTV,JLTV-0061,maritime,high,MEB,2930-01-044-3002,transmission filter (JLTV),8,transmission
2026-02-10,WO-260210-02504,JLTV,JLTV-0092,maritime,high,MEB,6135-01-115-9685,fuel pump (JLTV),10,engine
2026-02-10,WO-260210-02505,JLTV,JLTV-0057,maritime,high,MEB,2930-01-018-2865,voltage regulator (JLTV),21,electrical
2026-02-10,WO-260210-02506,JLTV,JLTV-0058,maritime,high,MEB,2805-01-893-6657,drive shaft U-joint (JLTV),12,transmission
2026-02-10,WO-260210-02507,JLTV,JLTV-0019,maritime,high,MEB,2520-01-867-1430,ball joint (JLTV),5,suspension
2026-02-10,WO-260210-02508,JLTV,JLTV-0221,maritime,high,MEB,6135-01-116-7829,armor panel kit (JLTV),22,armor
2026-02-10,WO-260210-02509,JLTV,JLTV-0032,maritime,high,MEB,2920-01-749-4566,wheel bearing (JLTV),5,tires
2026-02-10,WO-260210-02510,JLTV,JLTV-0280,maritime,high,MEB,2815-01-387-9595,clutch pack (JLTV),7,transmission
2026-02-10,WO-260210-02511,JLTV,JLTV-0267,maritime,high,MEB,5340-01-619-6425,clutch pack (JLTV),11,transmission
2026-02-10,WO-260210-02512,JLTV,JLTV-0159,maritime,high,MEB,5895-01-079-0488,water pump (JLTV),4,engine
2026-02-10,WO-260210-02513,JLTV,JLTV-0245,maritime,high,MEB,2920-01-663-9435,shock absorber (JLTV),11,suspension
2026-02-10,WO-260210-02514,JLTV,JLTV-0314,maritime,high,MEB,2920-01-397-7655,tire pressure sensor (JLTV),10,tires
2026-02-10,WO-260210-02515,JLTV,JLTV-0135,maritime,high,MEB,2815-01-791-1435,voltage regulator (JLTV),16,electrical
2026-02-10,WO-260210-02516,JLTV,JLTV-0048,maritime,high,MEB,2540-01-459-6148,control arm bushing (JLTV),3,suspension
2026-02-10,WO-260210-02517,JLTV,JLTV-0148,maritime,high,MEB,2540-01-391-4549,ballistic glass insert (JLTV),12,armor
2026-02-10,WO-260210-02518,JLTV,JLTV-0323,maritime,high,MEB,1015-01-317-2502,starter motor (JLTV),9,engine
2026-02-10,WO-260210-02519,JLTV,JLTV-0407,maritime,high,MEB,2815-01-927-6267,clutch pack (JLTV),2,transmission
2026-02-10,WO-260210-02520,JLTV,JLTV-0196,maritime,high,MEB,2510-01-172-6579,turbocharger (JLTV),3,engine
2026-02-10,WO-260210-02521,JLTV,JLTV-0029,maritime,high,MEB,2930-01-114-7906,turbocharger (JLTV),3,engine
2026-02-10,WO-260210-02522,JLTV,JLTV-0344,maritime,high,MEB,5340-01-493-8379,ball joint (JLTV),11,suspension
2026-02-10,WO-260210-02523,JLTV,JLTV-0040,maritime,high,MEB,5895-01-843-9996,armor panel kit (JLTV),16,armor
2026-02-10,WO-260210-02524,JLTV,JLTV-0122,maritime,high,MEB,5895-01-031-1604,starter motor (JLTV),17,engine
2026-02-10,WO-260210-02525,JLTV,JLTV-0289,maritime,high,MEB,5340-01-478-2923,cylinder head gasket (JLTV),14,engine
2026-02-10,WO-260210-02526,JLTV,JLTV-0314,maritime,high,MEB,2815-01-762-6652,cylinder head gasket (JLTV),3,engine
2026-02-10,WO-260210-02527,M88A2,M88A2-0013,maritime,high,MEB,1015-01-926-1747,track shoe assembly (M88A2),1,tracks
2026-02-10,WO-260210-02528,M88A2,M88A2-0009,maritime,high,MEB,2930-01-155-5957,boom pivot pin (M88A2),1,boom
2026-02-10,WO-260210-02529,M88A2,M88A2-0016,maritime,high,MEB,5340-01-547-6791,boom hoist cable (M88A2),1,boom
2026-02-10,WO-260210-02530,M88A2,M88A2-0013,maritime,high,MEB,5895-01-215-1191,track pin (M88A2),1,tracks
2026-02-10,WO-260210-02531,M88A2,M88A2-0005,maritime,high,MEB,2930-01-479-4409,battery 6TL (M88A2),2,electrical
2026-02-10,WO-260210-02532,M88A2,M88A2-0013,maritime,high,MEB,2815-01-810-4742,voltage regulator (M88A2),2,electrical
2026-02-10,WO-260210-02533,M88A2,M88A2-0005,maritime,high,MEB,2510-01-602-1212,boom hydraulic ram (M88A2),1,boom
2026-02-10,WO-260210-02534,M88A2,M88A2-0011,maritime,high,MEB,4720-01-391-9567,boom hoist cable (M88A2),1,boom
2026-02-10,WO-260210-02535,M88A2,M88A2-0009,maritime,high,MEB,6135-01-211-1537,fuel pump (M88A2),1,engine
2026-02-10,WO-260210-02536,M88A2,M88A2-0008,maritime,high,MEB,4720-01-559-3187,fuel injector (M88A2),1,engine
2026-02-10,WO-260210-02537,M88A2,M88A2-0005,maritime,high,MEB,5340-01-136-8497,winch drum brake (M88A2),1,winch
2026-02-10,WO-260210-02538,M88A2,M88A2-0010,maritime,high,MEB,6135-01-526-8120,drive sprocket (M88A2),1,tracks
2026-02-10,WO-260210-02539,M88A2,M88A2-0001,maritime,high,MEB,2510-01-833-8042,boom hoist cable (M88A2),2,boom
2026-02-10,WO-260210-02540,HMMWV,HMMWV-0250,maritime,high,MEB,4720-01-978-2672,radial tire 395/85R20 (HMMWV),9,tires
2026-02-10,WO-260210-02541,HMMWV,HMMWV-0281,maritime,high,MEB,2930-01-431-9106,ABS sensor (HMMWV),3,brakes
2026-02-10,WO-260210-02542,HMMWV,HMMWV-0032,maritime,high,MEB,2520-01-347-2827,radial tire 395/85R20 (HMMWV),10,tires
2026-02-10,WO-260210-02543,HMMWV,HMMWV-0263,maritime,high,MEB,2805-01-982-1971,wheel bearing (HMMWV),3,tires
2026-02-10,WO-260210-02544,HMMWV,HMMWV-0272,maritime,high,MEB,2510-01-814-9030,master cylinder (HMMWV),4,brakes
2026-02-10,WO-260210-02545,HMMWV,HMMWV-0118,maritime,high,MEB,2540-01-913-5154,torque converter (HMMWV),1,transmission
2026-02-10,WO-260210-02546,HMMWV,HMMWV-0269,maritime,high,MEB,4720-01-983-2587,ball joint (HMMWV),8,suspension
2026-02-10,WO-260210-02547,HMMWV,HMMWV-0377,maritime,high,MEB,1015-01-374-1231,EGR valve (HMMWV),2,engine
2026-02-10,WO-260210-02548,HMMWV,HMMWV-0317,maritime,high,MEB,2540-01-754-9512,transfer case seal (HMMWV),7,transmission
2026-02-10,WO-260210-02549,HMMWV,HMMWV-0197,maritime,high,MEB,2805-01-581-2257,leaf spring (HMMWV),5,suspension
2026-02-10,WO-260210-02550,HMMWV,HMMWV-0085,maritime,high,MEB,1015-01-994-1775,brake pad set (HMMWV),13,brakes
2026-02-10,WO-260210-02551,HMMWV,HMMWV-0379,maritime,high,MEB,1240-01-798-9791,EGR valve (HMMWV),4,engine
2026-02-10,WO-260210-02552,HMMWV,HMMWV-0051,maritime,high,MEB,1240-01-114-2346,torque converter (HMMWV),2,transmission
2026-02-10,WO-260210-02553,HMMWV,HMMWV-0066,maritime,high,MEB,2815-01-818-7605,shock absorber (HMMWV),1,suspension
2026-02-10,WO-260210-02554,HMMWV,HMMWV-0034,maritime,high,MEB,2930-01-183-8254,tire pressure sensor (HMMWV),3,tires
2026-02-10,WO-260210-02555,HMMWV,HMMWV-0305,maritime,high,MEB,1240-01-771-0427,tire valve stem (HMMWV),2,tires
2026-02-10,WO-260210-02556,HMMWV,HMMWV-0144,maritime,high,MEB,1015-01-627-0272,radial tire 395/85R20 (HMMWV),1,tires
2026-02-10,WO-260210-02557,HMMWV,HMMWV-0084,maritime,high,MEB,1015-01-918-3608,oil cooler (HMMWV),8,engine
2026-02-10,WO-260210-02558,HMMWV,HMMWV-0180,maritime,high,MEB,2930-01-066-8465,wiring harness (HMMWV),19,electrical
2026-02-10,WO-260210-02559,HMMWV,HMMWV-0234,maritime,high,MEB,1240-01-124-0868,shock absorber (HMMWV),2,suspension
2026-02-10,WO-260210-02560,HMMWV,HMMWV-0200,maritime,high,MEB,5340-01-298-6938,transmission filter (HMMWV),16,transmission
2026-02-10,WO-260210-02561,HMMWV,HMMWV-0367,maritime,high,MEB,2805-01-140-7768,lug nut set (HMMWV),6,tires
2026-02-10,WO-260210-02562,HMMWV,HMMWV-0125,maritime,high,MEB,1240-01-811-0409,clutch pack (HMMWV),5,transmission
2026-02-10,WO-260210-02563,HMMWV,HMMWV-0137,maritime,high,MEB,4720-01-832-4651,water pump (HMMWV),3,engine
2026-02-10,WO-260210-02564,HMMWV,HMMWV-0152,maritime,high,MEB,2930-01-529-3465,water pump (HMMWV),6,engine
2026-02-10,WO-260210-02565,HMMWV,HMMWV-0334,maritime,high,MEB,2920-01-041-1366,brake line (HMMWV),7,brakes
2026-02-10,WO-260210-02566,HMMWV,HMMWV-0039,maritime,high,MEB,5895-01-632-1243,wiring harness (HMMWV),19,electrical
2026-02-10,WO-260210-02567,HMMWV,HMMWV-0358,maritime,high,MEB,6135-01-540-6946,brake caliper (HMMWV),12,brakes
2026-02-10,WO-260210-02568,HMMWV,HMMWV-0308,maritime,high,MEB,2920-01-185-3728,control arm bushing (HMMWV),7,suspension
2026-02-10,WO-260210-02569,HMMWV,HMMWV-0035,maritime,high,MEB,5340-01-850-4697,leaf spring (HMMWV),7,suspension
2026-02-10,WO-260210-02570,HMMWV,HMMWV-0314,maritime,high,MEB,2520-01-463-4970,radial tire 395/85R20 (HMMWV),8,tires
2026-02-10,WO-260210-02571,HMMWV,HMMWV-0129,maritime,high,MEB,1015-01-711-6478,tie-rod end (HMMWV),8,suspension
2026-02-10,WO-260210-02572,HMMWV,HMMWV-0290,maritime,high,MEB,5895-01-998-5204,ball joint (HMMWV),11,suspension
2026-02-10,WO-260210-02573,HMMWV,HMMWV-0212,maritime,high,MEB,2920-01-356-4725,wheel bearing (HMMWV),2,tires
2026-02-10,WO-260210-02574,HMMWV,HMMWV-0254,maritime,high,MEB,2540-01-353-5231,shift solenoid (HMMWV),6,transmission
2026-02-10,WO-260210-02575,HMMWV,HMMWV-0019,maritime,high,MEB,2510-01-174-1762,transfer case seal (HMMWV),15,transmission
2026-02-10,WO-260210-02576,HMMWV,HMMWV-0365,maritime,high,MEB,5305-01-030-9864,transmission filter (HMMWV),14,transmission
2026-02-10,WO-260210-02577,HMMWV,HMMWV-0117,maritime,high,MEB,2805-01-740-4177,ball joint (HMMWV),1,suspension
2026-02-10,WO-260210-02578,HMMWV,HMMWV-0327,maritime,high,MEB,5340-01-866-8607,drive shaft U-joint (HMMWV),9,transmission
2026-02-10,WO-260210-02579,HMMWV,HMMWV-0017,maritime,high,MEB,2920-01-229-8395,headlight assembly (HMMWV),3,electrical
2026-02-10,WO-260210-02580,HMMWV,HMMWV-0050,maritime,high,MEB,2920-01-435-7562,brake caliper (HMMWV),4,brakes
2026-02-10,WO-260210-02581,HMMWV,HMMWV-0235,maritime,high,MEB,2920-01-164-0395,voltage regulator (HMMWV),7,electrical
2026-02-10,WO-260210-02582,HMMWV,HMMWV-0196,maritime,high,MEB,2930-01-359-0792,battery 6TL (HMMWV),19,electrical
2026-02-10,WO-260210-02583,HMMWV,HMMWV-0209,maritime,high,MEB,5305-01-495-4204,headlight assembly (HMMWV),13,electrical
2026-02-10,WO-260210-02584,HMMWV,HMMWV-0182,maritime,high,MEB,2930-01-757-1388,drive shaft U-joint (HMMWV),9,transmission
2026-02-10,WO-260210-02585,HMMWV,HMMWV-0318,maritime,high,MEB,2520-01-002-8588,tire pressure sensor (HMMWV),14,tires
2026-02-10,WO-260210-02586,HMMWV,HMMWV-0146,maritime,high,MEB,2930-01-843-7698,tie-rod end (HMMWV),6,suspension
2026-02-10,WO-260210-02587,HMMWV,HMMWV-0244,maritime,high,MEB,2930-01-553-7625,control arm bushing (HMMWV),6,suspension
2026-02-10,WO-260210-02588,HMMWV,HMMWV-0056,maritime,high,MEB,2805-01-107-2368,transfer case seal (HMMWV),14,transmission
2026-02-10,WO-260210-02589,HMMWV,HMMWV-0016,maritime,high,MEB,2920-01-246-0451,shock absorber (HMMWV),9,suspension
2026-02-10,WO-260210-02590,HMMWV,HMMWV-0224,maritime,high,MEB,2805-01-786-6170,master cylinder (HMMWV),1,brakes
2026-02-10,WO-260210-02591,HMMWV,HMMWV-0088,maritime,high,MEB,4720-01-008-6506,battery 6TL (HMMWV),14,electrical
2026-02-10,WO-260210-02592,HMMWV,HMMWV-0092,maritime,high,MEB,5340-01-453-9594,master cylinder (HMMWV),7,brakes
2026-02-10,WO-260210-02593,HMMWV,HMMWV-0282,maritime,high,MEB,2540-01-728-9564,cylinder head gasket (HMMWV),5,engine
2026-02-10,WO-260210-02594,HMMWV,HMMWV-0293,maritime,high,MEB,2930-01-671-9226,water pump (HMMWV),11,engine
2026-02-11,WO-260211-02595,MTVR,MTVR-0215,maritime,high,MEB,2510-01-489-2578,brake rotor (MTVR),6,brakes
2026-02-11,WO-260211-02596,MTVR,MTVR-0236,maritime,high,MEB,2510-01-666-7721,high-pressure hose (MTVR),3,hydraulics
2026-02-11,WO-260211-02597,MTVR,MTVR-0102,maritime,high,MEB,2540-01-382-3157,tire pressure sensor (MTVR),3,tires
2026-02-11,WO-260211-02598,MTVR,MTVR-0124,maritime,high,MEB,2510-01-836-5557,high-pressure hose (MTVR),1,hydraulics
2026-02-11,WO-260211-02599,MTVR,MTVR-0169,maritime,high,MEB,5895-01-756-8588,clutch pack (MTVR),1,transmission
2026-02-11,WO-260211-02600,MTVR,MTVR-0068,maritime,high,MEB,5340-01-121-9390,reservoir cap (MTVR),3,hydraulics
2026-02-11,WO-260211-02601,MTVR,MTVR-0095,maritime,high,MEB,4720-01-395-4466,brake caliper (MTVR),5,brakes
2026-02-11,WO-260211-02602,MTVR,MTVR-0062,maritime,high,MEB,1240-01-821-3032,starter motor (MTVR),1,engine
2026-02-11,WO-260211-02603,MTVR,MTVR-0272,maritime,high,MEB,2805-01-304-5515,ABS sensor (MTVR),4,brakes
2026-02-11,WO-260211-02604,MTVR,MTVR-0230,maritime,high,MEB,1240-01-447-5454,master cylinder (MTVR),13,brakes
2026-02-11,WO-260211-02605,MTVR,MTVR-0221,maritime,high,MEB,2920-01-394-5354,wiring harness (MTVR),5,electrical
2026-02-11,WO-260211-02606,MTVR,MTVR-0104,maritime,high,MEB,2510-01-509-1086,brake pad set (MTVR),6,brakes
2026-02-11,WO-260211-02607,MTVR,MTVR-0214,maritime,high,MEB,2520-01-813-3214,transfer case seal (MTVR),9,transmission
2026-02-11,WO-260211-02608,MTVR,MTVR-0238,maritime,high,MEB,2520-01-939-8471,brake pad set (MTVR),5,brakes
2026-02-11,WO-260211-02609,MTVR,MTVR-0031,maritime,high,MEB,1015-01-131-5267,transmission filter (MTVR),2,transmission
2026-02-11,WO-260211-02610,MTVR,MTVR-0189,maritime,high,MEB,2815-01-556-2498,headlight assembly (MTVR),8,electrical
2026-02-11,WO-260211-02611,MTVR,MTVR-0022,maritime,high,MEB,2805-01-686-0165,lug nut set (MTVR),5,tires
2026-02-11,WO-260211-02612,MTVR,MTVR-0006,maritime,high,MEB,2510-01-432-0204,ABS sensor (MTVR),4,brakes
2026-02-11,WO-260211-02613,MTVR,MTVR-0055,maritime,high,MEB,2540-01-428-0563,brake line (MTVR),6,brakes
